# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'LLC-load-misses'
# Event count (approx.): 11683312
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                    
# ........  ...............  ..................  ..........................................................................................................................................................................................
#
     0.07%  java             [unknown]           [k] 0xffffffffc1422d25
     0.07%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::remove_empty_blocks
     0.07%  C2 CompilerThre  libjvm.so           [.] IndexSet::free_block
     0.07%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::get_ctrl
     0.07%  C1 CompilerThre  libjvm.so           [.] PhiSimplifier::block_do
     0.07%  java             libjvm.so           [.] nmethod::is_zombie
     0.07%  C2 CompilerThre  libjvm.so           [.] Node::Node
     0.06%  C2 CompilerThre  libjvm.so           [.] Node::pinned
     0.06%  java             [JIT] tid 672323    [.] byte[] framework.pim.dpu.classloader.ClassWriter.cvtDPUClassStrut2Bytes(framework.pim.dpu.java_strut.DPUJClass, int)
     0.06%  C2 CompilerThre  libjvm.so           [.] ShouldNotReachHereNode::is_block_proj
     0.06%  C2 CompilerThre  [unknown]           [k] 0xffffffffaf933f64
     0.06%  java             libjvm.so           [.] java_lang_Throwable::fill_in_stack_trace
     0.06%  C2 CompilerThre  libjvm.so           [.] Node::set_req_X
     0.06%  C1 CompilerThre  libjvm.so           [.] LinearScan::build_intervals
     0.06%  C2 CompilerThre  libjvm.so           [.] MemNode::Ideal_common
     0.06%  C2 CompilerThre  libjvm.so           [.] Node::disconnect_inputs
     0.06%  C2 CompilerThre  libjvm.so           [.] rRegLOper::type
     0.06%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::call_catch_cleanup
     0.06%  GC Thread#3      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.06%  C1 CompilerThre  libjvm.so           [.] Dictionary::find
     0.06%  C2 CompilerThre  libjvm.so           [.] PhiNode::unique_input
     0.06%  java             [unknown]           [k] 0xffffffffafe32827
     0.06%  C2 CompilerThre  libc-2.31.so        [.] memcpy@GLIBC_2.2.5
     0.06%  GC Thread#6      libjvm.so           [.] nmethod::oops_do_process_weak
     0.06%  C2 CompilerThre  libjvm.so           [.] ConstraintCastNode::dominating_cast
     0.06%  C2 CompilerThre  libjvm.so           [.] PhiNode::wait_for_region_igvn
     0.06%  GC Thread#1      [unknown]           [k] 0xffffffffaf84d389
     0.06%  java             libjvm.so           [.] ClassFileParser::parse_constant_pool_entries
     0.06%  java             [unknown]           [k] 0xffffffffb036d9f8
     0.06%  C2 CompilerThre  libjvm.so           [.] MachSpillCopyNode::bottom_type
     0.06%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::schedule_pinned_nodes
     0.06%  C2 CompilerThre  libjvm.so           [.] Parse::Block::init_graph
     0.06%  C2 CompilerThre  libjvm.so           [.] LoadNode::Value
     0.06%  C1 CompilerThre  libjvm.so           [.] InstanceKlass::find_local_field
     0.05%  C2 CompilerThre  libjvm.so           [.] CastIINode::Value
     0.05%  C2 CompilerThre  libjvm.so           [.] State::MachOperGenerator
     0.05%  java             [unknown]           [k] 0xffffffffafaad880
     0.05%  C2 CompilerThre  libjvm.so           [.] Type::hashcons
     0.05%  C2 CompilerThre  libjvm.so           [.] PhaseCoalesce::combine_these_two
     0.05%  C1 CompilerThre  libjvm.so           [.] Klass::next_sibling
     0.05%  C2 CompilerThre  libjvm.so           [.] InstanceKlass::find_local_field
     0.05%  GC Thread#7      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.05%  java             libjvm.so           [.] CodeBlob::is_zombie
     0.05%  java             [unknown]           [k] 0xffffffffc13f72cb
     0.05%  C2 CompilerThre  libjvm.so           [.] PhaseCoalesce::coalesce_driver
     0.05%  java             [unknown]           [k] 0xffffffffafb4cec3
     0.05%  C2 CompilerThre  libjvm.so           [.] ConnectionGraph::compute_escape
     0.05%  C1 CompilerThre  libjvm.so           [.] SymbolTable::lookup_shared
     0.05%  java             ld-2.31.so          [.] __tls_get_addr
     0.05%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::elide_copy
     0.05%  java             libjvm.so           [.] Dictionary::find
     0.05%  java             [unknown]           [k] 0xffffffffafe96295
     0.05%  C1 CompilerThre  libjvm.so           [.] ClassLoaderData::is_alive
     0.05%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::skip_copies
     0.05%  C2 CompilerThre  libjvm.so           [.] IfNode::Opcode
     0.05%  C1 CompilerThre  libjvm.so           [.] BitMap::set_difference
     0.05%  C2 CompilerThre  libjvm.so           [.] TypeInstPtr::hash
     0.05%  C2 CompilerThre  libjvm.so           [.] MachNode::bottom_type
     0.05%  GC Thread#3      libjvm.so           [.] nmethod::oops_do_process_weak
     0.05%  C2 CompilerThre  libjvm.so           [.] MachNode::emit_size
     0.05%  C2 CompilerThre  libjvm.so           [.] MachNode::alignment_required
     0.05%  C1 CompilerThre  libjvm.so           [.] LinearScan::compute_local_live_sets
     0.05%  C2 CompilerThre  libjvm.so           [.] MergeMemNode::Ideal
     0.05%  C2 CompilerThre  libjvm.so           [.] IndexSet::lrg_union
     0.05%  VM Periodic Tas  [unknown]           [k] 0xffffffffaf84d389
     0.05%  C2 CompilerThre  libjvm.so           [.] addI_rRegNode::ideal_Opcode
     0.05%  C1 CompilerThre  libjvm.so           [.] LinearScan::resolve_collect_mappings
