# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 288K of event 'LLC-load-misses'
# Event count (approx.): 128757186
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                                                       
# ........  ...............  ..................  .............................................................................................................................................................................................................................
#
    17.77%  G1 Conc#0        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
    17.44%  G1 Conc#1        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     1.86%  GC Thread#3      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.85%  GC Thread#5      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.80%  GC Thread#7      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.77%  GC Thread#6      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.76%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     1.75%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     1.72%  java             [JIT] tid 673703    [.] java.io.ObjectOutput sun.rmi.transport.StreamRemoteCall.getOutputStream(boolean)
     1.69%  GC Thread#2      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.69%  GC Thread#1      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.69%  GC Thread#0      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.65%  GC Thread#4      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.42%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<ObjArrayKlass, oopDesc*>
     1.34%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<ObjArrayKlass, oopDesc*>
     1.30%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     1.29%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.78%  java             [JIT] tid 673703    [.] void java.util.stream.AbstractPipeline.copyInto(java.util.stream.Sink, java.util.Spliterator)
     0.76%  java             [JIT] tid 673703    [.] Interpreter
     0.69%  java             [JIT] tid 673703    [.] void java.util.Spliterators$ArraySpliterator.forEachRemaining(java.util.function.Consumer)
     0.69%  G1 Conc#1        libjvm.so           [.] G1RebuildRemSetTask::G1RebuildRemSetHeapRegionClosure::do_heap_region
     0.64%  G1 Conc#0        libjvm.so           [.] G1RebuildRemSetTask::G1RebuildRemSetHeapRegionClosure::do_heap_region
     0.50%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::Split
     0.50%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, oopDesc*>
     0.43%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, oopDesc*>
     0.34%  C2 CompilerThre  libjvm.so           [.] IndexSetIterator::advance_and_next
     0.33%  C2 CompilerThre  libjvm.so           [.] PhaseIFG::remove_node
     0.33%  VM Thread        libjvm.so           [.] ClassLoaderData::is_alive
     0.32%  java             libc-2.31.so        [.] __memset_avx2_erms
     0.30%  G1 Conc#1        libjvm.so           [.] G1CMTask::drain_global_stack
     0.30%  G1 Conc#0        libjvm.so           [.] OopOopIterateBoundedDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.29%  G1 Conc#1        libjvm.so           [.] OopOopIterateBoundedDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.29%  java             [JIT] tid 673703    [.] boolean application.transplant.pimtree.PIMTreeCore.load_one_batch(java.util.List, int)
     0.27%  GC Thread#4      libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.26%  VM Thread        libjvm.so           [.] G1RegionMarkStatsCache::evict_all
     0.26%  GC Thread#2      libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.26%  GC Thread#3      libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.26%  GC Thread#6      libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.25%  G1 Conc#0        libjvm.so           [.] G1CMTask::drain_global_stack
     0.25%  GC Thread#7      libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.25%  GC Thread#0      libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.24%  GC Thread#5      libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.23%  C2 CompilerThre  libjvm.so           [.] PhaseLive::compute
     0.23%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::gather_lrg_masks
     0.23%  G1 Conc#0        libjvm.so           [.] G1CMTask::drain_local_queue
     0.23%  G1 Conc#0        libjvm.so           [.] G1CMTask::do_marking_step
     0.22%  G1 Conc#1        libjvm.so           [.] G1CMTask::do_marking_step
     0.21%  GC Thread#1      libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.20%  GC Thread#3      libjvm.so           [.] CodeHeap::next_used
     0.20%  java             [JIT] tid 673703    [.] void application.transplant.pimtree.PIMTreeCore.get(java.util.List, java.util.concurrent.locks.Lock, int)
     0.19%  G1 Conc#1        libjvm.so           [.] G1CMTask::drain_local_queue
     0.19%  GC Thread#5      libjvm.so           [.] CodeHeap::next_used
     0.18%  GC Thread#1      libjvm.so           [.] CodeHeap::next_used
