# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 160K of event 'cpu_core/LLC-load-misses/'
# Event count (approx.): 428871948
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                                                       
# ........  ...............  ..................  .............................................................................................................................................................................................................................
#
     0.01%  GC Thread#0      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.01%  G1 Refine#1      libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.01%  java             [unknown]           [k] 0xffffffff86f196ed
     0.01%  G1 Refine#4      libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.01%  G1 Service       [unknown]           [k] 0xffffffff86f0c21a
     0.01%  G1 Refine#9      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.01%  G1 Conc#3        [unknown]           [k] 0xffffffff86e96678
     0.01%  G1 Service       [unknown]           [k] 0xffffffff86f0c1f3
     0.01%  G1 Conc#4        libjvm.so           [.] G1CMTask::process_grey_task_entry<true>
     0.01%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::gather_lrg_masks
     0.01%  GC Thread#12     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.01%  java             [JIT] tid 698005    [.] java.lang.Object java.util.stream.AbstractPipeline.evaluate(java.util.stream.TerminalOp)
     0.01%  G1 Service       [unknown]           [k] 0xffffffff86f68340
     0.01%  G1 Conc#2        [unknown]           [k] 0xffffffff86e96678
     0.01%  G1 Conc#3        libjvm.so           [.] GenericTaskQueue<G1TaskQueueEntry, (MEMFLAGS)5, 131072u>::pop_local
     0.01%  java             libjvm.so           [.] InstanceKlass::find_method_index
     0.01%  java             [unknown]           [k] 0xffffffff87a00b40
     0.01%  C2 CompilerThre  libjvm.so           [.] PhaseLive::compute
     0.01%  C2 CompilerThre  libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.01%  G1 Conc#2        libjvm.so           [.] BitMap::get_next_bit_impl<0ul, false>
     0.01%  java             [JIT] tid 698005    [.] void application.transplant.pimtree.pim_skip_list.get()
     0.01%  G1 Conc#1        libjvm.so           [.] GenericTaskQueue<G1TaskQueueEntry, (MEMFLAGS)5, 131072u>::pop_local
     0.01%  G1 Conc#1        libjvm.so           [.] G1CMTask::process_grey_task_entry<true>
     0.01%  GC Thread#9      libjvm.so           [.] G1MergeHeapRootsTask::work
     0.01%  GC Thread#15     libjvm.so           [.] G1MergeHeapRootsTask::work
     0.01%  java             libjvm.so           [.] G1Policy::preventive_collection_required
     0.01%  java             [unknown]           [k] 0xffffffff86f195cf
     0.01%  GC Thread#4      libjvm.so           [.] G1MergeHeapRootsTask::work
     0.01%  java             [JIT] tid 698005    [.] void java.util.Formatter$FormatSpecifier.print(long, java.util.Locale)
     0.01%  java             [unknown]           [k] 0xffffffff86f195fa
     0.01%  GC Thread#12     libjvm.so           [.] G1MergeHeapRootsTask::work
     0.01%  G1 Conc#0        libjvm.so           [.] G1CMTask::process_grey_task_entry<true>
     0.01%  java             [JIT] tid 698005    [.] I2C/C2I adapters
     0.01%  G1 Conc#2        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, oopDesc*>
     0.01%  java             [unknown]           [k] 0xffffffff8798c2c0
     0.01%  G1 Refine#8      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.01%  java             [JIT] tid 698005    [.] void java.util.TimSort.binarySort(java.lang.Object[], int, int, int, java.util.Comparator)
     0.01%  G1 Conc#1        [unknown]           [k] 0xffffffff86e96678
     0.01%  G1 Conc#3        libjvm.so           [.] G1CMTask::process_grey_task_entry<true>
     0.01%  GC Thread#3      libjvm.so           [.] resource_allocate_bytes
     0.01%  java             [unknown]           [k] 0xffffffff86f196d1
     0.01%  G1 Conc#3        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, oopDesc*>
     0.01%  G1 Service       [unknown]           [k] 0xffffffff86f16eb0
     0.01%  GC Thread#3      libpthread-2.31.so  [.] do_futex_wait.constprop.0
     0.01%  java             [unknown]           [k] 0xffffffff86f1964d
     0.01%  java             [JIT] tid 698005    [.] int java.util.Spliterators$ArraySpliterator.characteristics()
     0.01%  GC Thread#12     libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.01%  G1 Conc#0        libjvm.so           [.] G1CMTask::drain_local_queue
     0.01%  G1 Conc#2        libjvm.so           [.] G1CMTask::process_grey_task_entry<true>
     0.01%  java             libjvm.so           [.] G1Policy::need_to_start_conc_mark
     0.01%  java             [JIT] tid 698005    [.] boolean java.util.Collections$UnmodifiableCollection.contains(java.lang.Object)
     0.01%  G1 Conc#2        libjvm.so           [.] G1CMTask::drain_global_stack
     0.01%  GC Thread#8      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.01%  G1 Conc#2        libc-2.31.so        [.] __memset_avx2_erms
     0.01%  java             [unknown]           [k] 0xffffffffc17362cb
     0.01%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, oopDesc*>
     0.01%  java             libjvm.so           [.] G1SATBMarkQueueSet::filter
     0.01%  java             [unknown]           [k] 0xffffffff87296097
     0.01%  GC Thread#16     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.01%  C2 CompilerThre  libjvm.so           [.] IndexSet::initialize
     0.01%  G1 Conc#1        libc-2.31.so        [.] __memset_avx2_erms
     0.01%  G1 Service       [unknown]           [k] 0xffffffff86f17ad3
     0.01%  GC Thread#13     libjvm.so           [.] G1MergeHeapRootsTask::work
     0.01%  java             [unknown]           [k] 0xffffffff86f196e6
     0.01%  java             [JIT] tid 698005    [.] java.lang.Object application.transplant.pimtree.pim_skip_list$$Lambda$80/0x0000000800c19cd0.get()
     0.01%  C1 CompilerThre  libjvm.so           [.] InstanceKlass::find_method_index
     0.01%  G1 Conc#0        libjvm.so           [.] BitMap::get_next_bit_impl<0ul, false>
     0.01%  java             [JIT] tid 698005    [.] long java.lang.StringConcatHelper.prepend(long, byte[], int, java.lang.String)
     0.01%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, oopDesc*>
     0.01%  GC Thread#13     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.01%  GC Thread#5      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.01%  GC Thread#3      libjvm.so           [.] G1MergeHeapRootsTask::work
     0.01%  java             libjvm.so           [.] G1CollectedHeap::humongous_obj_allocate_initialize_regions
     0.01%  G1 Service       [unknown]           [k] 0xffffffff86f17a06
     0.01%  java             [JIT] tid 698005    [.] int java.util.AbstractList$RandomAccessSpliterator.characteristics()
     0.01%  G1 Service       [unknown]           [k] 0xffffffff86f263e8
     0.01%  G1 Service       [unknown]           [k] 0xffffffff86e916df
     0.01%  GC Thread#5      [unknown]           [k] 0xffffffff87a00b40
     0.01%  GC Thread#10     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.01%  java             [JIT] tid 698005    [.] java.lang.String[] java.lang.String.split(java.lang.String, int)
     0.01%  G1 Refine#0      [unknown]           [k] 0xffffffff86e96678
     0.01%  GC Thread#5      libjvm.so           [.] G1MergeHeapRootsTask::work
     0.01%  java             libjvm.so           [.] G1FromCardCache::clear
     0.01%  java             [unknown]           [k] 0xffffffff86f195d2
     0.01%  GC Thread#1      libjvm.so           [.] G1MergeHeapRootsTask::work
     0.01%  GC Thread#17     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.01%  GC Thread#8      libjvm.so           [.] CodeCacheUnloadingTask::claim_nmethods
     0.01%  java             [unknown]           [k] 0xffffffff86f19756
     0.01%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::post_allocate_copy_removal
     0.01%  G1 Refine#0      libjvm.so           [.] GlobalCounter::write_synchronize
     0.01%  C2 CompilerThre  libjvm.so           [.] Compile::identify_useful_nodes
     0.01%  java             [JIT] tid 698005    [.] void java.util.Arrays.rangeCheck(int, int, int)
     0.01%  G1 Conc#1        libjvm.so           [.] BitMap::get_next_bit_impl<0ul, false>
     0.01%  java             [JIT] tid 698005    [.] java.util.List java.util.Formatter.parse(java.lang.String)
     0.01%  GC Thread#10     libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.01%  G1 Conc#1        libjvm.so           [.] G1CMTask::drain_local_queue
     0.01%  GC Thread#10     libjvm.so           [.] G1MergeHeapRootsTask::work
     0.01%  java             [unknown]           [k] 0xffffffff86e96667
     0.01%  GC Thread#4      libjvm.so           [.] nmethod::is_alive
     0.01%  G1 Refine#10     libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.01%  G1 Conc#2        libjvm.so           [.] G1CMTask::drain_local_queue
     0.01%  G1 Service       [unknown]           [k] 0xffffffff86f0c1e0
     0.01%  VM Thread        libjvm.so           [.] G1ConcurrentRefineStats::operator+=
     0.01%  java             [JIT] tid 698005    [.] void java.util.ImmutableCollections$SubList.<init>(java.util.ImmutableCollections$AbstractImmutableList, int, int)
     0.01%  C1 CompilerThre  libjvm.so           [.] InstanceKlass::find_local_field
     0.01%  G1 Refine#7      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.01%  G1 Conc#4        libjvm.so           [.] BitMap::get_next_bit_impl<0ul, false>
     0.01%  java             [JIT] tid 698005    [.] java.util.List java.util.ImmutableCollections.listFromTrustedArrayNullsAllowed(java.lang.Object[])
     0.01%  java             [unknown]           [k] 0xffffffff86f19624
     0.01%  GC Thread#6      libjvm.so           [.] Assembler::locate_operand
     0.01%  GC Thread#9      libjvm.so           [.] CodeHeap::next_used
     0.01%  GC Thread#13     [unknown]           [k] 0xffffffff86ef44c1
     0.01%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::merge_multidefs
     0.01%  GC Thread#15     [unknown]           [k] 0xffffffff87a00b40
     0.01%  java             libjvm.so           [.] G1CollectedHeap::mem_allocate
     0.01%  java             libjvm.so           [.] SymbolTable::lookup_shared
     0.01%  G1 Refine#15     libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
