# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 65K of event 'LLC-load-misses'
# Event count (approx.): 35012186
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                                                       
# ........  ...............  ..................  .............................................................................................................................................................................................................................
#
    27.89%  G1 Conc#1        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
    27.66%  G1 Conc#0        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     4.77%  java             [JIT] tid 671164    [.] void application.transplant.pimtree.pim_skip_list.get()
     2.04%  java             [JIT] tid 671164    [.] void java.util.Spliterators$ArraySpliterator.forEachRemaining(java.util.function.Consumer)
     1.78%  java             [JIT] tid 671164    [.] Interpreter
     1.71%  java             [JIT] tid 671164    [.] void application.transplant.pimtree.PIMTreeCore.generateData(int)
     1.08%  java             [JIT] tid 671164    [.] boolean application.transplant.pimtree.PIMTreeCore.load_one_batch(java.util.List, int)
     0.80%  java             libc-2.31.so        [.] __memset_avx2_erms
     0.68%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.67%  GC Thread#6      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.65%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.61%  GC Thread#4      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.55%  GC Thread#7      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.53%  java             [JIT] tid 671164    [.] void application.transplant.pimtree.PIMExecutorComputationContext.insertKeyValue(int, int)
     0.51%  GC Thread#2      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.50%  GC Thread#5      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.50%  GC Thread#1      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.43%  GC Thread#0      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.41%  GC Thread#3      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.40%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.39%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.38%  G1 Refine#0      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.36%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<ObjArrayKlass, oopDesc*>
     0.35%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<ObjArrayKlass, oopDesc*>
     0.33%  java             [JIT] tid 671164    [.] application.transplant.pimtree.pptr application.transplant.pimtree.PIMExecutorComputationContext.p_get(int)
     0.30%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::Split
     0.29%  java             [JIT] tid 671164    [.] void application.transplant.pimtree.PIMTreeCore.get(java.util.List, java.util.concurrent.locks.Lock, int)
     0.26%  G1 Conc#1        libjvm.so           [.] G1RebuildRemSetTask::G1RebuildRemSetHeapRegionClosure::do_heap_region
     0.26%  java             [JIT] tid 671164    [.] void framework.pim.BatchDispatcher.dispatchAll()
