# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'LLC-load-misses'
# Event count (approx.): 3667720
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                                
# ........  ...............  ..................  ......................................................................................................................................................................................................
#
     0.04%  C2 CompilerThre  libjvm.so           [.] rRegPOper::type
     0.04%  GC Thread#3      [unknown]           [k] 0xffffffffafb0c212
     0.04%  java             libjvm.so           [.] StringTable::do_lookup
     0.04%  C2 CompilerThre  libjvm.so           [.] Compile::push_thru_add
     0.04%  java             [JIT] tid 673007    [.] flush_icache_stub
     0.04%  java             [unknown]           [k] 0xffffffffafe95bf7
     0.04%  C1 CompilerThre  libjvm.so           [.] CompileTask::print_ul
     0.04%  C2 CompilerThre  libjvm.so           [.] edge_order
     0.04%  GC Thread#5      [unknown]           [k] 0xffffffffafb195ec
     0.04%  java             [JIT] tid 673007    [.] void java.io.ObjectInputStream.filterCheck(java.lang.Class, int)
     0.04%  C2 CompilerThre  [unknown]           [k] 0xffffffffaf9ab559
     0.04%  java             [unknown]           [k] 0xffffffffafd2e410
     0.04%  java             [unknown]           [k] 0xffffffffb02d7e30
     0.04%  java             libjvm.so           [.] __tls_get_addr@plt
     0.04%  C2 CompilerThre  libjvm.so           [.] CMoveNode::Value
     0.04%  java             libjvm.so           [.] InstanceKlass::allocate_objArray
     0.04%  C1 CompilerThre  [unknown]           [k] 0xffffffffafe8c2fd
     0.04%  GC Thread#5      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.04%  C2 CompilerThre  [JIT] tid 673007    [.] flush_icache_stub
     0.04%  GC Thread#3      libjvm.so           [.] WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>
     0.04%  java             [JIT] tid 673007    [.] java.lang.Object java.util.HashMap.putVal(int, java.lang.Object, java.lang.Object, boolean, boolean)
     0.04%  java             libjvm.so           [.] Symbol::try_increment_refcount
     0.04%  C2 CompilerThre  libc-2.31.so        [.] __memset_avx2_erms
     0.04%  C2 CompilerThre  libjvm.so           [.] Node::clone
     0.04%  java             [JIT] tid 673007    [.] java.rmi.registry.Registry java.rmi.registry.LocateRegistry.getRegistry(java.lang.String, int)
     0.04%  java             [JIT] tid 673007    [.] java.nio.ByteBuffer sun.nio.ch.Util$BufferCache.get(int)
     0.04%  C2 CompilerThre  libjvm.so           [.] BufferBlob::create
     0.04%  C2 CompilerThre  libjvm.so           [.] ciInstanceKlass::get_field_by_offset
     0.04%  C2 CompilerThre  [unknown]           [k] 0xffffffffafa9865b
     0.04%  C2 CompilerThre  libjvm.so           [.] ciInstanceKlass::is_boxed_value_offset
     0.04%  java             [unknown]           [k] 0xffffffffb03849fe
     0.04%  C1 CompilerThre  libjvm.so           [.] LinearScan::resolve_exception_handlers
     0.04%  java             [unknown]           [k] 0xffffffffaf936b80
     0.04%  java             [unknown]           [k] 0xffffffffb03861e4
     0.04%  C2 CompilerThre  [unknown]           [k] 0xffffffffaf84d389
