# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 33K of event 'LLC-load-misses'
# Event count (approx.): 22264920
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                                                       
# ........  ...............  ..................  .............................................................................................................................................................................................................................
#
     0.02%  G1 Service       [unknown]           [k] 0xffffffffafb17a06
     0.02%  C2 CompilerThre  libjvm.so           [.] CProjNode::is_block_proj
     0.02%  java             libjvm.so           [.] java_lang_Throwable::fill_in_stack_trace
     0.02%  java             [unknown]           [k] 0xffffffffafb1963f
     0.02%  GC Thread#3      libjvm.so           [.] nmethod::oops_do
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::split_if_with_blocks
     0.02%  G1 Refine#1      libjvm.so           [.] OtherRegionsTable::add_reference
     0.02%  C2 CompilerThre  libjvm.so           [.] __tls_get_addr@plt
     0.02%  G1 Refine#0      libjvm.so           [.] OtherRegionsTable::add_reference
     0.02%  java             [JIT] tid 673471    [.] void application.transplant.pimtree.pim_skip_list.get_load(java.util.List)
     0.02%  C2 CompilerThre  libjvm.so           [.] Node::clone
     0.02%  GC Thread#0      libjvm.so           [.] WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>
     0.02%  C2 CompilerThre  libjvm.so           [.] JVMState::debug_start
     0.02%  java             [unknown]           [k] 0xffffffffafb19756
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseIterGVN::add_users_to_worklist
     0.02%  GC Thread#7      libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.02%  C1 CompilerThre  libpthread-2.31.so  [.] __pthread_mutex_unlock
     0.02%  GC Thread#1      libjvm.so           [.] nmethod::oops_do
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseOutput::BuildOopMaps
     0.02%  GC Thread#2      libjvm.so           [.] G1ParCopyClosure<(G1Barrier)0, true>::do_oop
     0.02%  java             [unknown]           [k] 0xffffffffafb19615
     0.02%  G1 Conc#1        [unknown]           [k] 0xffffffffb0600000
     0.02%  GC Thread#5      libjvm.so           [.] Relocation::pd_address_in_code
     0.02%  GC Thread#7      libjvm.so           [.] CodeHeap::next_used
     0.02%  java             [unknown]           [k] 0xffffffffafe96295
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::dom_lca_for_get_late_ctrl_internal
     0.02%  java             [JIT] tid 673471    [.] long java.util.concurrent.TimeUnit.toNanos(long)
     0.02%  java             [unknown]           [k] 0xffffffffafb195cf
     0.02%  java             libjvm.so           [.] metaspace::RunningCounters::reserved_words_class
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::fixup_spills
     0.02%  GC Thread#2      libjvm.so           [.] G1ParCopyClosure<(G1Barrier)1, true>::do_oop
     0.02%  GC Thread#0      libjvm.so           [.] CodeHeap::block_start
     0.02%  java             [unknown]           [k] 0xffffffffaf974e61
     0.02%  java             libjvm.so           [.] G1CollectedHeap::mem_allocate
     0.02%  G1 Main Marker   libjvm.so           [.] G1CMIsAliveClosure::do_object_b
     0.02%  GC Thread#5      libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.02%  GC Thread#4      libjvm.so           [.] CompiledMethod::cleanup_inline_caches_impl
     0.02%  java             ld-2.31.so          [.] _dl_update_slotinfo
     0.02%  GC Thread#5      [unknown]           [k] 0xffffffffb0600b40
     0.02%  java             libjvm.so           [.] nmethod::is_zombie
     0.02%  G1 Conc#0        libjvm.so           [.] G1ConcurrentMark::mark_in_next_bitmap
     0.02%  java             [JIT] tid 673471    [.] java.lang.Object application.transplant.pimtree.PIMExecutorComputationContext$$Lambda$76/0x0000000800c1a3c0.apply(java.lang.Object, java.lang.Object)
     0.02%  java             [JIT] tid 673471    [.] void java.util.stream.Nodes$ArrayNode.<init>(long, java.util.function.IntFunction)
     0.02%  GC Thread#5      libjvm.so           [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.02%  C2 CompilerThre  ld-2.31.so          [.] __tls_get_addr
     0.02%  G1 Conc#1        libjvm.so           [.] oopDesc::size_given_klass
     0.02%  GC Thread#1      libjvm.so           [.] CodeHeap::find_blob_unsafe
     0.02%  java             [unknown]           [k] 0xffffffffafb195bd
     0.02%  GC Thread#7      [unknown]           [k] 0xffffffffb0600b40
     0.02%  C2 CompilerThre  libjvm.so           [.] MachNode::Expand
     0.02%  C1 CompilerThre  [unknown]           [k] 0xffffffffafb263f6
     0.02%  GC Thread#6      libc-2.31.so        [.] _int_malloc
     0.02%  GC Thread#0      libjvm.so           [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.02%  G1 Refine#2      libjvm.so           [.] OtherRegionsTable::add_reference
     0.02%  java             ld-2.31.so          [.] _dl_relocate_object
     0.02%  GC Thread#4      libjvm.so           [.] G1ScanCardClosure::do_oop_work<oopDesc*>
     0.02%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::build_loop_tree
     0.02%  C1 CompilerThre  [unknown]           [k] 0xffffffffafb0c221
     0.02%  GC Thread#0      libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.02%  java             libjvm.so           [.] AdapterHandlerLibrary::get_simple_adapter
     0.02%  C1 CompilerThre  [unknown]           [k] 0xffffffffafb699a9
     0.02%  C2 CompilerThre  libjvm.so           [.] SymbolTable::do_lookup
     0.02%  GC Thread#7      libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
     0.02%  GC Thread#6      libjvm.so           [.] G1CodeRootSet::move_to_large
     0.02%  java             [unknown]           [k] 0xffffffffafb1957f
     0.02%  GC Thread#1      libjvm.so           [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, oopDesc*>
