# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 39K of event 'cpu_core/LLC-load-misses/'
# Event count (approx.): 71595221
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                                                       
# ........  ...............  ..................  .............................................................................................................................................................................................................................
#
     0.05%  G1 Conc#4        libjvm.so           [.] OopOopIterateBoundedDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.05%  C2 CompilerThre  libjvm.so           [.] Block::has_uncommon_code
     0.05%  G1 Conc#4        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.05%  C2 CompilerThre  libjvm.so           [.] Node::rematerialize
     0.05%  G1 Conc#2        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.05%  G1 Conc#4        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.05%  C1 CompilerThre  libjvm.so           [.] LinearScan::build_intervals
     0.05%  G1 Conc#2        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<ObjArrayKlass, oopDesc*>
     0.05%  java             [JIT] tid 682727    [.] java.util.List application.transplant.pimtree.frontend_by_generation.init_tasks()
     0.05%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::build_ifg_virtual
     0.05%  java             [JIT] tid 682727    [.] java.lang.Object java.rmi.server.RemoteObjectInvocationHandler.invoke(java.lang.Object, java.lang.reflect.Method, java.lang.Object[])
     0.04%  java             [JIT] tid 682727    [.] void java.text.DecimalFormatSymbols.initialize(java.util.Locale)
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::gather_lrg_masks
     0.04%  VM Periodic Tas  libpthread-2.31.so  [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.04%  C2 CompilerThre  libpthread-2.31.so  [.] __pthread_mutex_lock
     0.04%  java             ld-2.31.so          [.] _dl_relocate_object
     0.04%  G1 Conc#3        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.04%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<ObjArrayKlass, oopDesc*>
     0.04%  java             libjvm.so           [.] SymbolTable::do_lookup
     0.04%  java             [unknown]           [k] 0xffffffffc17362cb
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::raise_pressure
     0.04%  C1 CompilerThre  libjvm.so           [.] LinearScan::resolve_exception_handlers
     0.04%  C2 CompilerThre  libc-2.31.so        [.] _int_malloc
     0.04%  java             libjvm.so           [.] SymbolTable::lookup_shared
     0.04%  C1 CompilerThre  libjvm.so           [.] LIR_OpVisitState::visit
     0.04%  GC Thread#3      libjvm.so           [.] Assembler::locate_operand
     0.04%  G1 Conc#0        libjvm.so           [.] G1RebuildRemSetTask::G1RebuildRemSetHeapRegionClosure::do_heap_region
     0.04%  G1 Conc#3        libjvm.so           [.] G1CMTask::do_marking_step
     0.04%  C2 CompilerThre  libjvm.so           [.] Node::out_grow
     0.04%  C2 CompilerThre  [unknown]           [k] 0xffffffff86e96678
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseIFG::test_edge_sq
     0.04%  java             [JIT] tid 682727    [.] void framework.pim.BatchDispatcher.dispatchAll()
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseIterGVN::remove_globally_dead_node
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::build_cfg
     0.04%  C2 CompilerThre  [unknown]           [k] 0xffffffff86e916df
     0.04%  C2 CompilerThre  libjvm.so           [.] Node::add_req
     0.04%  java             [JIT] tid 682727    [.] I2C/C2I adapters
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::mark_ssa
     0.04%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, oopDesc*>
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::remove_empty_blocks
     0.04%  GC Thread#11     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.04%  VM Thread        libjvm.so           [.] G1DirtyCardQueueSet::concatenate_logs()::ConcatenateThreadLogClosure::do_thread
     0.04%  GC Thread#7      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.04%  C2 CompilerThre  libjvm.so           [.] MachSpillCopyNode::implementation
     0.03%  java             [JIT] tid 682727    [.] void application.transplant.pimtree.pim_skip_list.get()
     0.03%  C2 CompilerThre  libjvm.so           [.] Matcher::Label_Root
     0.03%  java             [unknown]           [k] 0xffffffff87296097
     0.03%  C2 CompilerThre  libjvm.so           [.] Node_Array::insert
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::elide_copy
     0.03%  C2 CompilerThre  libjvm.so           [.] Node::disconnect_inputs
     0.03%  C2 CompilerThre  libjvm.so           [.] RegMask::is_bound
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::compute_initial_block_pressure
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseAggressiveCoalesce::coalesce
     0.03%  GC Thread#0      libjvm.so           [.] WeakProcessor::Task::work<G1CMIsAliveClosure, DoNothingClosure>
     0.03%  GC Thread#5      libjvm.so           [.] CodeHeap::find_blob_unsafe
     0.03%  java             [JIT] tid 682727    [.] void simulator.DPUManagerSimulator.callNonstaticMethod(int, int, int, java.lang.Object[])
     0.03%  java             [JIT] tid 682727    [.] void application.transplant.pimtree.pim_skip_list.get()
     0.03%  C2 CompilerThre  libjvm.so           [.] Compile::final_graph_reshaping_walk
     0.03%  java             libjvm.so           [.] Dictionary::find
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::skip_copies
     0.03%  C2 CompilerThre  libjvm.so           [.] ChunkPool::allocate
     0.03%  C2 CompilerThre  libjvm.so           [.] NTarjan::DFS
     0.03%  C2 CompilerThre  libjvm.so           [.] JVMState::debug_end
     0.03%  java             [unknown]           [k] 0xffffffff8798c2c0
     0.03%  C1 CompilerThre  libjvm.so           [.] BitMap::set_union
     0.03%  java             [JIT] tid 682727    [.] void framework.pim.BatchDispatcher.dispatchAll()
     0.03%  GC Thread#2      libjvm.so           [.] CodeHeap::find_blob_unsafe
     0.03%  C1 CompilerThre  libjvm.so           [.] LinearScan::sort_intervals_before_allocation
     0.03%  GC Thread#11     libjvm.so           [.] RelocIterator::initialize
     0.03%  C2 CompilerThre  libjvm.so           [.] Node::clone
     0.03%  Reference Handl  [unknown]           [k] 0xffffffff8798c2c0
     0.03%  GC Thread#17     libjvm.so           [.] Assembler::locate_operand
     0.03%  GC Thread#17     libjvm.so           [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.03%  GC Thread#6      libjvm.so           [.] CodeHeap::next_used
     0.03%  java             [JIT] tid 682727    [.] void java.io.ObjectStreamClass.initNonProxy(java.io.ObjectStreamClass, java.lang.Class, java.lang.ClassNotFoundException, java.io.ObjectStreamClass)
     0.03%  java             libjvm.so           [.] StringTable::do_lookup
     0.03%  C2 CompilerThre  [unknown]           [k] 0xffffffff86e96667
     0.03%  C1 CompilerThre  libjvm.so           [.] ValueStack::values_do
     0.03%  java             [JIT] tid 682727    [.] StubRoutines (2)
     0.03%  GC Thread#6      libjvm.so           [.] Assembler::locate_operand
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::stretch_base_pointer_live_ranges
     0.03%  GC Thread#15     libjvm.so           [.] CodeHeap::find_blob_unsafe
     0.03%  C2 CompilerThre  libjvm.so           [.] MachNode::ideal_reg
     0.03%  java             [JIT] tid 682727    [.] framework.pim.dpu.cache.DPUClassFileLookupTableItem simulator.DPULookupTableManagerSimulator.getClassLookupTableItem(java.lang.String)
     0.03%  java             [JIT] tid 682727    [.] java.io.ObjectStreamClass$FieldReflector java.io.ObjectStreamClass.getReflector(java.io.ObjectStreamField[], java.io.ObjectStreamClass)
     0.03%  GC Thread#8      libjvm.so           [.] G1CMIsAliveClosure::do_object_b
     0.03%  java             [unknown]           [k] 0xffffffff8776d9fb
     0.03%  GC Thread#11     libjvm.so           [.] Assembler::locate_operand
     0.03%  java             libjvm.so           [.] nmethod::is_zombie
     0.03%  C2 CompilerThre  libjvm.so           [.] MachUEPNode::emit
     0.03%  java             [unknown]           [k] 0xffffffff876d7e30
     0.03%  G1 Main Marker   libjvm.so           [.] ClassLoaderDataGraph::clear_claimed_marks
     0.03%  java             [JIT] tid 682727    [.] void framework.pim.BatchDispatcher$DPUExecutionTask.run()
     0.03%  C2 CompilerThre  libjvm.so           [.] Node::remove_dead_region
     0.03%  C2 CompilerThre  libjvm.so           [.] JVMState::interpreter_frame_size
     0.03%  C2 CompilerThre  libjvm.so           [.] Node_Backward_Iterator::next
     0.03%  C2 CompilerThre  libc-2.31.so        [.] memcpy@GLIBC_2.2.5
     0.03%  GC Thread#8      [unknown]           [k] 0xffffffff86e90553
     0.03%  C2 CompilerThre  libjvm.so           [.] Matcher::match_tree
     0.03%  GC Thread#2      libjvm.so           [.] JavaThread::oops_do_no_frames
     0.03%  java             libjvm.so           [.] SystemDictionary::class_name_symbol
     0.03%  C1 CompilerThre  libjvm.so           [.] LinearScan::compute_local_live_sets
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseOutput::FillExceptionTables
     0.03%  C2 CompilerThre  libjvm.so           [.] RegionNode::is_unreachable_from_root
     0.03%  C2 CompilerThre  libjvm.so           [.] jmpDirNode::is_block_proj
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseOutput::scratch_emit_size
     0.03%  C2 CompilerThre  libjvm.so           [.] MachNode::bottom_type
     0.03%  VM Thread        libjvm.so           [.] ClassLoaderDataGraph::clear_claimed_marks
     0.03%  java             [unknown]           [k] 0xffffffff876d7e10
     0.03%  java             [JIT] tid 682727    [.] void application.transplant.pimtree.PIMTreeCore.run_batch(application.transplant.pimtree.operation_t, java.util.concurrent.locks.Lock, int)
     0.03%  C1 CompilerThre  libjvm.so           [.] BitMap::set_intersection_with_result
