# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 727K of event 'cpu_core/LLC-load-misses/'
# Event count (approx.): 12288832609
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                                                       
# ........  ...............  ..................  .............................................................................................................................................................................................................................
#
    73.43%  java             [JIT] tid 699273    [.] void application.transplant.pimtree.pim_skip_list.get()
    21.21%  java             [JIT] tid 699273    [.] application.transplant.pimtree.pptr application.transplant.pimtree.PIMExecutorComputationContext.p_get(int)
     3.10%  java             [JIT] tid 699273    [.] java.lang.Object application.transplant.pimtree.PIMExecutorComputationContext.ht_search(application.transplant.pimtree.ht_slot[], long, java.util.function.BiFunction)
     1.48%  java             [JIT] tid 699273    [.] void application.transplant.pimtree.PIMTreeCore.generateData(int)
     0.21%  java             [JIT] tid 699273    [.] java.lang.Object application.transplant.pimtree.PIMExecutorComputationContext.ht_search(application.transplant.pimtree.ht_slot[], long, java.util.function.BiFunction)
     0.05%  java             [JIT] tid 699273    [.] void java.util.stream.AbstractPipeline.copyInto(java.util.stream.Sink, java.util.Spliterator)
     0.04%  java             [JIT] tid 699273    [.] void java.util.Spliterators$ArraySpliterator.forEachRemaining(java.util.function.Consumer)
     0.04%  G1 Conc#0        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.04%  G1 Conc#2        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.03%  G1 Conc#4        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.03%  G1 Conc#1        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.03%  G1 Conc#3        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.02%  java             [unknown]           [k] 0xffffffff86e96678
     0.01%  java             [JIT] tid 699273    [.] java.lang.String java.io.BufferedReader.readLine(boolean, boolean[])
     0.01%  G1 Conc#2        libjvm.so           [.] G1RebuildRemSetClosure::do_oop_work<oopDesc*>
     0.01%  java             [JIT] tid 699273    [.] java.lang.Object application.transplant.pimtree.PIMExecutorComputationContext.ht_search(application.transplant.pimtree.ht_slot[], long, java.util.function.BiFunction)
     0.01%  java             [JIT] tid 699273    [.] Interpreter
     0.01%  G1 Conc#3        libjvm.so           [.] G1RebuildRemSetClosure::do_oop_work<oopDesc*>
     0.01%  G1 Refine#0      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.01%  G1 Conc#4        libjvm.so           [.] G1RebuildRemSetClosure::do_oop_work<oopDesc*>
     0.01%  java             [unknown]           [k] 0xffffffff8729628e
     0.00%  G1 Conc#0        libjvm.so           [.] G1RebuildRemSetClosure::do_oop_work<oopDesc*>
     0.00%  java             [unknown]           [k] 0xffffffff86c979cc
     0.00%  java             [JIT] tid 699273    [.] java.lang.String[] java.lang.String.split(java.lang.String, int)
     0.00%  G1 Conc#1        libjvm.so           [.] G1RebuildRemSetClosure::do_oop_work<oopDesc*>
     0.00%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.00%  G1 Conc#3        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.00%  java             [unknown]           [k] 0xffffffff86d33f81
     0.00%  java             [unknown]           [k] 0xffffffff86d33f64
     0.00%  java             [unknown]           [k] 0xffffffff86d122da
