# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 78K of event 'LLC-load-misses'
# Event count (approx.): 20063668
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                      
# ........  ...............  ..................  ............................................................................................................................................................
#
    17.88%  java             [unknown]           [k] 0xffffffffafe9628e
     3.09%  java             [unknown]           [k] 0xffffffffafe993fb
     3.05%  Common-Cleaner   [unknown]           [k] 0xffffffffc12c6fd7
     2.92%  Common-Cleaner   [unknown]           [k] 0xffffffffc12c6fea
     2.32%  java             [unknown]           [k] 0xffffffffafb8573b
     2.28%  java             [unknown]           [k] 0xffffffffafe96290
     2.08%  java             [unknown]           [k] 0xffffffffc12c75a3
     1.97%  java             [unknown]           [k] 0xffffffffafbac264
     1.90%  Common-Cleaner   [unknown]           [k] 0xffffffffafbe1bcb
     1.65%  java             [unknown]           [k] 0xffffffffafe96295
     1.62%  java             [unknown]           [k] 0xffffffffafe317af
     1.57%  java             [unknown]           [k] 0xffffffffc121e779
     1.17%  Common-Cleaner   [unknown]           [k] 0xffffffffc1227b1b
     1.15%  java             [unknown]           [k] 0xffffffffafb4cec3
     1.09%  Common-Cleaner   [unknown]           [k] 0xffffffffc12c6fe2
     0.99%  java             [unknown]           [k] 0xffffffffafaad880
     0.82%  Common-Cleaner   [unknown]           [k] 0xffffffffafd8aa9b
     0.76%  java             [unknown]           [k] 0xffffffffc1227f26
     0.75%  java             [unknown]           [k] 0xffffffffc12c842d
     0.71%  java             [JIT] tid 723146    [.] 0x00007f9cf934af26
     0.69%  java             [JIT] tid 723146    [.] 0x00007f9cf9356ecb
     0.59%  java             [unknown]           [k] 0xffffffffc1222132
     0.57%  java             [unknown]           [k] 0xffffffffc12c75aa
     0.56%  java             [JIT] tid 723146    [.] 0x00007f9cf17aa96b
     0.54%  Common-Cleaner   [unknown]           [k] 0xffffffffc122750a
     0.48%  java             [unknown]           [k] 0xffffffffafb98712
     0.47%  Common-Cleaner   [unknown]           [k] 0xffffffffafb8c46e
     0.43%  Common-Cleaner   [unknown]           [k] 0xffffffffafbe1b87
     0.43%  Common-Cleaner   [unknown]           [k] 0xffffffffafb84fd3
     0.42%  java             [unknown]           [k] 0xffffffffc121f79e
     0.41%  java             [unknown]           [k] 0xffffffffc122215f
     0.41%  java             [unknown]           [k] 0xffffffffc12286cc
     0.41%  java             [unknown]           [k] 0xffffffffb058c2c0
     0.41%  Common-Cleaner   [unknown]           [k] 0xffffffffafb8c71c
     0.40%  Common-Cleaner   [unknown]           [k] 0xffffffffafb8c463
     0.34%  Common-Cleaner   [unknown]           [k] 0xffffffffb058c2c0
     0.31%  C2 CompilerThre  libjvm.so           [.] InstanceKlass::find_method_index
     0.31%  GC Thread#4      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.31%  java             [unknown]           [k] 0xffffffffafb4e11a
     0.30%  C1 CompilerThre  libjvm.so           [.] InstanceKlass::find_method_index
     0.30%  java             [unknown]           [k] 0xffffffffafaad8fa
     0.29%  java             [JIT] tid 723146    [.] 0x00007f9cf932a578
     0.28%  java             [unknown]           [k] 0xffffffffafb85480
     0.27%  java             libjvm.so           [.] InstanceKlass::find_method_index
     0.27%  java             [unknown]           [k] 0xffffffffafbac2a8
     0.27%  java             [unknown]           [k] 0xffffffffafb4e0b9
     0.26%  java             [unknown]           [k] 0xffffffffc121f733
     0.26%  java             [unknown]           [k] 0xffffffffc122211f
     0.26%  GC Thread#3      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.25%  java             [unknown]           [k] 0xffffffffc121ec63
     0.25%  java             [JIT] tid 723146    [.] 0x00007f9cf932a568
     0.25%  GC Thread#0      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.24%  java             [unknown]           [k] 0xffffffffaf8efd7c
     0.23%  GC Thread#6      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.23%  GC Thread#7      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.23%  java             [unknown]           [k] 0xffffffffafe3179f
     0.23%  java             [JIT] tid 723146    [.] 0x00007f9cf17aa950
     0.22%  java             [unknown]           [k] 0xffffffffc1222157
     0.22%  GC Thread#1      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.22%  java             [unknown]           [k] 0xffffffffc1222104
     0.22%  Common-Cleaner   [unknown]           [k] 0xffffffffc12c4b83
     0.21%  java             [unknown]           [k] 0xffffffffc121ed00
     0.21%  java             [unknown]           [k] 0xffffffffc12c75a9
     0.20%  Common-Cleaner   [unknown]           [k] 0xffffffffafd2eea4
     0.20%  java             [unknown]           [k] 0xffffffffc122212e
     0.20%  java             [unknown]           [k] 0xffffffffaf8efd7b
     0.19%  java             [unknown]           [k] 0xffffffffafb4cbb1
     0.19%  GC Thread#5      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     0.19%  G1 Refine#0      libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.18%  java             [unknown]           [k] 0xffffffffafb4c97b
     0.18%  java             [JIT] tid 723146    [.] 0x00007f9cf177e4a8
     0.18%  java             [JIT] tid 723146    [.] 0x00007f9cf932a575
     0.18%  Common-Cleaner   [unknown]           [k] 0xffffffffc1227af5
     0.17%  java             [JIT] tid 723146    [.] 0x00007f9cf934b2b7
     0.17%  java             [unknown]           [k] 0xffffffffafb98703
     0.17%  Common-Cleaner   [unknown]           [k] 0xffffffffc1222c30
     0.17%  Common-Cleaner   [unknown]           [k] 0xffffffffafb50b10
     0.17%  java             [unknown]           [k] 0xffffffffafaad8c8
     0.17%  G1 Refine#0      libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.17%  java             [unknown]           [k] 0xffffffffc12ae8d6
     0.16%  GC Thread#5      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.16%  GC Thread#3      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.16%  GC Thread#6      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.16%  java             [unknown]           [k] 0xffffffffafb9864e
     0.15%  GC Thread#4      libjvm.so           [.] G1STWIsAliveClosure::do_object_b
     0.15%  GC Thread#2      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.15%  java             [JIT] tid 723146    [.] 0x00007f9cf934af71
     0.15%  Common-Cleaner   [unknown]           [k] 0xffffffffafbe1b60
