# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 84K of event 'LLC-load-misses'
# Event count (approx.): 49752987
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                                                       
# ........  ...............  ..................  .............................................................................................................................................................................................................................
#
     6.43%  java             libjvm.so           [.] JVM_LatestUserDefinedLoader
     3.29%  G1 Conc#1        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     3.09%  G1 Conc#0        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     2.05%  java             [JIT] tid 674655    [.] Interpreter
     1.69%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::Split
     1.28%  GC Thread#6      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.25%  java             [JIT] tid 674655    [.] java.lang.Object java.rmi.server.RemoteObjectInvocationHandler.invoke(java.lang.Object, java.lang.reflect.Method, java.lang.Object[])
     1.21%  GC Thread#0      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.17%  GC Thread#4      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.17%  GC Thread#7      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.17%  GC Thread#3      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.15%  GC Thread#5      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.10%  GC Thread#1      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.06%  C2 CompilerThre  libjvm.so           [.] IndexSetIterator::advance_and_next
     1.01%  GC Thread#2      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.00%  java             [JIT] tid 674655    [.] void framework.pim.BatchDispatcher$DPUExecutionTask.run()
     0.93%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::gather_lrg_masks
     0.90%  C2 CompilerThre  libjvm.so           [.] PhaseIFG::remove_node
