# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 213K of event 'LLC-load-misses'
# Event count (approx.): 94584666
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                                                       
# ........  ...............  ..................  .............................................................................................................................................................................................................................
#
    11.63%  G1 Conc#0        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
    11.41%  G1 Conc#1        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     9.19%  G1 Refine#0      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     2.03%  GC Thread#0      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.95%  GC Thread#4      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.91%  GC Thread#7      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.91%  GC Thread#3      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.90%  G1 Refine#1      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     1.87%  GC Thread#5      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.84%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     1.79%  GC Thread#2      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.77%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1CMOopClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     1.76%  GC Thread#6      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.73%  GC Thread#1      libc-2.31.so        [.] __memmove_sse2_unaligned_erms
     1.48%  java             [JIT] tid 674177    [.] java.io.ObjectOutput sun.rmi.transport.StreamRemoteCall.getOutputStream(boolean)
     1.15%  G1 Refine#2      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     1.07%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::Split
     1.06%  C2 CompilerThre  libjvm.so           [.] IndexSetIterator::advance_and_next
     0.99%  C2 CompilerThre  libjvm.so           [.] PhaseIFG::remove_node
     0.97%  java             [JIT] tid 674177    [.] Interpreter
     0.84%  java             [JIT] tid 674177    [.] boolean application.transplant.pimtree.PIMTreeCore.load_one_batch(java.util.List, int)
