# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 133K of event 'LLC-load-misses'
# Event count (approx.): 24616292
#
# Overhead  Command          Shared Object        Symbol                                                                                                                                                                       
# ........  ...............  ...................  .............................................................................................................................................................................
#
     0.01%  G1 Refine#20     libjvm.so                [.] G1RemSet::refine_card_concurrently
     0.01%  G1 Refine#2      libjvm.so                [.] G1CardCounts::add_card_count
     0.01%  C2 CompilerThre  libjvm.so                [.] CastIINode::Opcode
     0.01%  GC Thread#13     [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  DPU_POLL_0001    [kernel.kallsyms]        [k] perf_iterate_ctx
     0.01%  java             ld-2.28.so               [.] _dl_relocate_object
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseConservativeCoalesce::coalesce
     0.01%  GC Thread#1      libjvm.so                [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.01%  VM Thread        [kernel.kallsyms]        [k] available_idle_cpu
     0.01%  GC Thread#13     libjvm.so                [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  G1 Refine#6      libjvm.so                [.] G1HotCardCache::insert
     0.01%  C2 CompilerThre  libjvm.so                [.] IdealLoopTree::check_safepts
     0.01%  GC Thread#19     [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  VM Thread        [kernel.kallsyms]        [k] try_to_wake_up
     0.01%  C2 CompilerThre  libjvm.so                [.] IfNode::Ideal_common
     0.01%  GC Thread#10     libjvm.so                [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseIdealLoop::conditional_move
     0.01%  GC Thread#22     libjvm.so                [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  GC Thread#16     libjvm.so                [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  G1 Refine#17     [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  C2 CompilerThre  libjvm.so                [.] AddPNode::Opcode
     0.01%  DPU_WORK_0000    [kernel.kallsyms]        [k] place_entity
     0.01%  C2 CompilerThre  libjvm.so                [.] ciObjectFactory::get_metadata
     0.01%  C2 CompilerThre  libjvm.so                [.] no_flip_branch
     0.01%  VM Thread        [kernel.kallsyms]        [k] __srcu_read_lock
     0.01%  C2 CompilerThre  libjvm.so                [.] MachNode::reloc
     0.01%  C2 CompilerThre  libjvm.so                [.] IdealLoopTree::adjust_loop_exit_prob
     0.01%  G1 Refine#15     libjvm.so                [.] OtherRegionsTable::add_reference
     0.01%  DPU_WORK_0000    [kernel.kallsyms]        [k] perf_iterate_ctx
     0.01%  GC Thread#5      [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  G1 Refine#22     libjvm.so                [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  java             libc-2.28.so             [.] _int_free
     0.01%  G1 Refine#3      libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  C2 CompilerThre  libjvm.so                [.] RegionNode::Ideal
     0.01%  C2 CompilerThre  libjvm.so                [.] CProjNode::is_block_proj
     0.01%  GC Thread#20     libjvm.so                [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.01%  C2 CompilerThre  libjvm.so                [.] IdealLoopTree::est_loop_flow_merge_sz
     0.01%  VM Thread        [kernel.kallsyms]        [k] find_next_bit
     0.01%  G1 Refine#18     libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  C2 CompilerThre  libjvm.so                [.] Node::dominates
     0.01%  G1 Refine#6      libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  GC Thread#19     libjvm.so                [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  VM Thread        [kernel.kallsyms]        [k] rb_next
     0.01%  C2 CompilerThre  libjvm.so                [.] ShouldNotReachHereNode::is_block_proj
     0.01%  C2 CompilerThre  libjvm.so                [.] StoreINode::Opcode
     0.01%  C2 CompilerThre  libjvm.so                [.] Node::has_special_unique_user
     0.01%  C2 CompilerThre  libjvm.so                [.] rRegLOper::type
     0.01%  G1 Refine#19     [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  G1 Refine#22     libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  C2 CompilerThre  libjvm.so                [.] MachProjNode::bottom_type
     0.01%  java             [kernel.kallsyms]        [k] update_load_avg
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] __handle_mm_fault
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseIterGVN::PhaseIterGVN
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] perf_iterate_ctx
     0.01%  C2 CompilerThre  libjvm.so                [.] Node::out_grow
     0.01%  GC Thread#8      libjvm.so                [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  C2 CompilerThre  libjvm.so                [.] Arena::Arealloc
     0.01%  C2 CompilerThre  libjvm.so                [.] Node::rematerialize
     0.01%  C2 CompilerThre  libjvm.so                [.] AddNode::hash
     0.01%  G1 Refine#10     libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  GC Thread#2      libjvm.so                [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  G1 Refine#15     libjvm.so                [.] G1RemSet::refine_card_concurrently
     0.01%  GC Thread#21     [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] __list_del_entry_valid
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseOutput::Output
     0.01%  VM Thread        [kernel.kallsyms]        [k] perf_event_init_task
     0.01%  VM Thread        [kernel.kallsyms]        [k] resched_curr
     0.01%  G1 Refine#1      [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  C2 CompilerThre  libjvm.so                [.] IdealLoopTree::is_invariant
     0.01%  G1 Refine#13     [kernel.kallsyms]        [k] rb_next
     0.01%  VM Thread        [kernel.kallsyms]        [k] rb_insert_color
     0.01%  C2 CompilerThre  libjvm.so                [.] Node_Array::grow
     0.01%  C2 CompilerThre  libjvm.so                [.] BoolNode::Ideal
     0.01%  VM Thread        [kernel.kallsyms]        [k] _raw_spin_lock
     0.01%  java             [kernel.kallsyms]        [k] put_prev_task_fair
     0.01%  C2 CompilerThre  libjvm.so                [.] PhiNode::Opcode
     0.01%  G1 Refine#4      libjvm.so                [.] G1RemSet::clean_card_before_refine
     0.01%  C2 CompilerThre  libjvm.so                [.] Unique_Node_List::remove
     0.01%  G1 Refine#6      [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  DPU_MRAM_0102    [kernel.kallsyms]        [k] perf_iterate_ctx
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] rcu_check_callbacks
     0.01%  G1 Refine#5      libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  C2 CompilerThre  libjvm.so                [.] Compile::final_graph_reshaping_main_switch
     0.01%  VM Thread        [kernel.kallsyms]        [k] perf_event_mmap_output
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] irq_enter
     0.01%  GC Thread#6      [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  C2 CompilerThre  libjvm.so                [.] CallNode::has_non_debug_use
     0.01%  G1 Refine#4      libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  C1 CompilerThre  libjvm.so                [.] CompilationPolicy::select_task
     0.01%  C2 CompilerThre  libjvm.so                [.] CallStaticJavaNode::Opcode
     0.01%  DPU_MRAM_0101    [kernel.kallsyms]        [k] perf_iterate_ctx
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] resched_curr
     0.01%  C1 CompilerThre  ld-2.28.so               [.] _dl_update_slotinfo
     0.01%  java             perf-19084.map           [.] java.util.HashMap$Node java.util.HashMap.getNode(java.lang.Object)
     0.01%  C1 CompilerThre  [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  DPU_WORK_0000    [kernel.kallsyms]        [k] put_prev_task_fair
     0.01%  GC Thread#0      libjvm.so                [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.01%  G1 Refine#9      [kernel.kallsyms]        [k] rb_next
     0.01%  G1 Refine#7      [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  G1 Refine#7      libjvm.so                [.] oopDesc::size_given_klass
     0.01%  C2 CompilerThre  libjvm.so                [.] BoolNode::hash
     0.01%  C2 CompilerThre  libjvm.so                [.] PhiNode::Ideal
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseIdealLoop::ctrl_of_all_uses_out_of_loop
     0.01%  GC Thread#2      libjvm.so                [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  C2 CompilerThre  libjvm.so                [.] MultiNode::proj_out
     0.01%  java             [kernel.kallsyms]        [k] _raw_spin_lock_irqsave
     0.01%  G1 Refine#15     libjvm.so                [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseConservativeCoalesce::update_ifg
     0.01%  C2 CompilerThre  libpthread-2.28.so       [.] __pthread_mutex_unlock_usercnt
     0.01%  GC Thread#13     libjvm.so                [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  C2 CompilerThre  libjvm.so                [.] LoadNode::Ideal
     0.01%  C1 CompilerThre  [kernel.kallsyms]        [k] enqueue_task_fair
     0.01%  G1 Refine#20     [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  C2 CompilerThre  libc-2.28.so             [.] __libc_malloc
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] update_cfs_rq_h_load
     0.01%  java             perf-19084.map           [.] I2C/C2I adapters
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseCCP::analyze
     0.01%  GC Thread#4      [kernel.kallsyms]        [k] copy_page
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] enqueue_entity
     0.01%  G1 Refine#11     [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  G1 Refine#12     libjvm.so                [.] oopDesc::size_given_klass
     0.01%  java             perf-19084.map           [.] void java.util.ArrayDeque.addLast(java.lang.Object)
     0.01%  C2 CompilerThre  libjvm.so                [.] PhiNode::in_RegMask
     0.01%  G1 Refine#18     libjvm.so                [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  G1 Refine#13     libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  G1 Refine#4      libjvm.so                [.] G1CardCounts::add_card_count
     0.01%  VM Thread        [kernel.kallsyms]        [k] __unqueue_futex
     0.01%  C1 CompilerThre  [kernel.kallsyms]        [k] _raw_spin_lock
     0.01%  GC Thread#7      [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  C2 CompilerThre  libjvm.so                [.] MachNode::two_adr
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] find_vma
     0.01%  java             ld-2.28.so               [.] _dl_map_object_from_fd
     0.01%  C2 CompilerThre  libjvm.so                [.] Dict::Dict
     0.01%  GC Thread#8      [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  G1 Refine#2      libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  C2 CompilerThre  libjvm.so                [.] AddPNode::bottom_type
     0.01%  java             libjvm.so                [.] SymbolTable::lookup_shared
     0.01%  DPU_POLL_0000    libpthread-2.28.so       [.] pthread_mutex_trylock
     0.01%  G1 Refine#21     libjvm.so                [.] G1RemSet::refine_card_concurrently
     0.01%  C2 CompilerThre  libjvm.so                [.] IdealLoopTree::remove_safepoints
     0.01%  GC Thread#21     libjvm.so                [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] idle_cpu
     0.01%  G1 Refine#8      libjvm.so                [.] G1RemSet::clean_card_before_refine
     0.01%  GC Thread#11     libjvm.so                [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  C1 CompilerThre  libpthread-2.28.so       [.] __pthread_mutex_lock
     0.01%  GC Thread#11     libjvm.so                [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  C2 CompilerThre  libjvm.so                [.] Compile::Optimize
     0.01%  java             libpthread-2.28.so       [.] __condvar_confirm_wakeup
     0.01%  GC Thread#0      libjvm.so                [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.01%  DPU_MRAM_0103    [kernel.kallsyms]        [k] perf_iterate_ctx
     0.01%  G1 Refine#14     [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  C2 CompilerThre  libjvm.so                [.] IdealLoopTree::iteration_split
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] __ptep_modify_prot_start
     0.01%  GC Thread#22     libjvm.so                [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  G1 Refine#4      [kernel.kallsyms]        [k] perf_event_init_task
     0.01%  G1 Refine#7      libjvm.so                [.] G1HotCardCache::insert
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] _vm_normal_page
     0.01%  C2 CompilerThre  libjvm.so                [.] MachProjNode::ideal_reg
     0.01%  java             [kernel.kallsyms]        [k] mutex_lock
     0.01%  C2 CompilerThre  libjvm.so                [.] PhiNode::wait_for_region_igvn
     0.01%  C1 CompilerThre  libc-2.28.so             [.] _IO_vfprintf
     0.01%  C2 CompilerThre  libjvm.so                [.] Dict::doubhash
     0.01%  DPU_MRAM_0100    [kernel.kallsyms]        [k] perf_iterate_ctx
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] task_numa_work
     0.01%  G1 Refine#15     [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  GC Thread#22     [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  G1 Refine#15     libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  C2 CompilerThre  libjvm.so                [.] loadLNode::oper_input_base
     0.01%  G1 Refine#1      libjvm.so                [.] oopDesc::size
     0.01%  C2 CompilerThre  libjvm.so                [.] Type::hashcons
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] perf_event_task_tick
     0.01%  VM Thread        libjvm.so                [.] G1GCPhaseTimes::sum_thread_work_items
     0.01%  C2 CompilerThre  libjvm.so                [.] castIINode::oper_input_base
     0.01%  C2 CompilerThre  libjvm.so                [.] ciMethodData::load_data
     0.01%  java             libjvm.so                [.] InterpreterRuntime::anewarray
     0.01%  VM Thread        [kernel.kallsyms]        [k] account_entity_enqueue
     0.01%  java             libc-2.28.so             [.] _int_malloc
     0.01%  C2 CompilerThre  ld-2.28.so               [.] __tls_get_addr_slow
     0.01%  GC Thread#6      libjvm.so                [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  DPU_WORK_0000    libdpu.so.0.0            [.] dpu_thread_job_fct
     0.01%  GC Thread#15     [kernel.kallsyms]        [k] reuse_swap_page
     0.01%  java             [kernel.kallsyms]        [k] native_sched_clock
     0.01%  C2 CompilerThre  libjvm.so                [.] IdealLoopTree::compute_profile_trip_cnt_helper
     0.01%  java             perf-19084.map           [.] I2C/C2I adapters
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] available_idle_cpu
     0.01%  C2 CompilerThre  libjvm.so                [.] RegMask::is_misaligned_pair
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] enqueue_task_fair
     0.01%  java             perf-19084.map           [.] void pim.utils.BytesUtils.writeU4LittleEndian(byte[], int, int)
     0.01%  java             perf-19084.map           [.] jdk.internal.org.objectweb.asm.ByteVector jdk.internal.org.objectweb.asm.ByteVector.putUTF8(java.lang.String)
     0.01%  GC Thread#20     [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  java             [kernel.kallsyms]        [k] __list_add_valid
     0.01%  VM Thread        [kernel.kallsyms]        [k] copy_page
     0.01%  VM Thread        libc-2.28.so             [.] __strncpy_sse2_unaligned
     0.01%  G1 Refine#18     [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  GC Thread#3      libjvm.so                [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.01%  C2 CompilerThre  libjvm.so                [.] loadB2LNode::reloc
     0.01%  GC Thread#22     libjvm.so                [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseOutput::compute_loop_first_inst_sizes
     0.01%  java             libdpu.so.0.0            [.] get_transfer_matrix_index
     0.01%  G1 Refine#5      libjvm.so                [.] G1CardCounts::add_card_count
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] __list_add_valid
     0.01%  G1 Refine#10     [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] __hrtimer_run_queues
     0.01%  G1 Refine#0      libjvm.so                [.] GlobalCounter::write_synchronize
     0.01%  C2 CompilerThre  libjvm.so                [.] RootNode::Ideal
     0.01%  C1 CompilerThre  libjvm.so                [.] ciObjectFactory::ciObjectFactory
     0.01%  C2 CompilerThre  libjvm.so                [.] RegMask::is_bound
     0.01%  G1 Refine#4      [kernel.kallsyms]        [k] perf_event_alloc
     0.01%  G1 Refine#21     [kernel.kallsyms]        [k] x86_reserve_hardware
     0.01%  G1 Refine#10     [kernel.kallsyms]        [k] __srcu_read_lock
     0.01%  G1 Refine#13     libjvm.so                [.] G1RemSet::refine_card_concurrently
     0.01%  C2 CompilerThre  libjvm.so                [.] Trace::fixup_blocks
     0.01%  GC Thread#10     [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  C2 CompilerThre  libjvm.so                [.] IdealLoopTree::is_member
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseChaitin::use_prior_register
     0.01%  GC Thread#4      libjvm.so                [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  GC Thread#11     [kernel.kallsyms]        [k] get_page_from_freelist
     0.01%  C2 CompilerThre  libjvm.so                [.] Node::Node
     0.01%  GC Thread#3      libjvm.so                [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.01%  C2 CompilerThre  libjvm.so                [.] MachSpillCopyNode::ideal_reg
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] __perf_addr_filters_adjust
     0.01%  C1 CompilerThre  libpthread-2.28.so       [.] pthread_mutex_trylock
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] handle_mm_fault
     0.01%  C2 CompilerThre  libjvm.so                [.] LoadRangeNode::Opcode
     0.01%  GC Thread#1      [kernel.kallsyms]        [k] mm_update_next_owner
     0.01%  C2 CompilerThre  libjvm.so                [.] CmpUNode::Opcode
     0.01%  GC Thread#1      libjvm.so                [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] try_to_wake_up
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseChaitin::insert_proj
     0.01%  C2 CompilerThre  libjvm.so                [.] MachSpillCopyNode::oper_input_base
     0.01%  C2 CompilerThre  libjvm.so                [.] CatchProjNode::Opcode
     0.01%  C2 CompilerThre  libjvm.so                [.] PhiNode::Identity
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] page_fault
     0.01%  C2 CompilerThre  libjvm.so                [.] Matcher::ReduceInst_Interior
     0.01%  C2 CompilerThre  libc-2.28.so             [.] memcpy@GLIBC_2.2.5
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseChaitin::lower_pressure
     0.01%  GC Thread#2      libjvm.so                [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] __do_page_fault
     0.01%  C1 CompilerThre  libc-2.28.so             [.] memcpy@GLIBC_2.2.5
     0.01%  C2 CompilerThre  libjvm.so                [.] Node::emit
     0.01%  C2 CompilerThre  libjvm.so                [.] AbstractAssembler::AbstractAssembler
     0.01%  G1 Refine#17     libjvm.so                [.] G1BlockOffsetTablePart::alloc_block_work
     0.01%  G1 Refine#20     libjvm.so                [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.01%  C2 CompilerThre  libjvm.so                [.] AddPNode::Ideal_base_and_offset
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] hrtimer_interrupt
     0.01%  C1 CompilerThre  libjvm.so                [.] Universe::non_oop_word
     0.01%  C2 CompilerThre  [kernel.kallsyms]        [k] __vm_enough_memory
     0.01%  java             libdpu.so.0.0            [.] dpu_thread_job_pop_unlocked
     0.01%  C1 CompilerThre  libjvm.so                [.] LinearScan::assign_reg_num
     0.01%  G1 Refine#3      libjvm.so                [.] oopDesc::size
     0.01%  java             libjvm.so                [.] BufferNode::Allocator::allocate
     0.01%  C2 CompilerThre  libjvm.so                [.] Compile::remove_useless_node
     0.01%  C2 CompilerThre  libjvm.so                [.] MethodData::next_data
     0.01%  DPU_WORK_0000    [kernel.kallsyms]        [k] update_curr
     0.01%  C2 CompilerThre  libjvm.so                [.] RegionNode::Opcode
     0.01%  C2 CompilerThre  libjvm.so                [.] PhaseGVN::transform_no_reclaim
     0.01%  VM Thread        [kernel.kallsyms]        [k] enqueue_task_fair
     0.01%  G1 Refine#17     [kernel.kallsyms]        [k] rb_next
     0.01%  java             [kernel.kallsyms]        [k] __d_lookup_rcu
     0.01%  C2 CompilerThre  libjvm.so                [.] HaltNode::is_CFG
     0.01%  C1 CompilerThre  libpthread-2.28.so       [.] __condvar_dec_grefs
     0.01%  GC Thread#16     libjvm.so                [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.01%  DPU_POLL_0000    libpthread-2.28.so       [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.01%  DPU_POLL_0000    [kernel.kallsyms]        [k] mark_wake_futex
     0.01%  VM Thread        libjvm.so                [.] ThreadSafepointState::examine_state_of_thread
     0.01%  C1 CompilerThre  [kernel.kallsyms]        [k] down_read_trylock
     0.01%  java             libc-2.28.so             [.] _IO_fclose@@GLIBC_2.2.5
     0.01%  G1 Refine#12     [kernel.kallsyms]        [k] rb_next
     0.00%  C2 CompilerThre  libjvm.so                [.] RegionNode::pinned
     0.00%  DPU_WORK_0000    libpthread-2.28.so       [.] pthread_mutex_unlock
     0.00%  C2 CompilerThre  libjvm.so                [.] storeImmCM0_regNode::oper_input_base
     0.00%  C2 CompilerThre  [kernel.kallsyms]        [k] cpuacct_charge
     0.00%  G1 Refine#6      [kernel.kallsyms]        [k] perf_event_init_task
     0.00%  java             perf-19084.map           [.] pim.dpu.DPUMethodCacheItem pim.dpu.DPUCacheManager.getMethodCacheItem(java.lang.String, java.lang.String)
     0.00%  GC Thread#2      libjvm.so                [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  G1 Refine#9      [kernel.kallsyms]        [k] ___slab_alloc
     0.00%  C1 CompilerThre  libjvm.so                [.] Constant::hash
     0.00%  G1 Refine#18     libjvm.so                [.] oopDesc::size_given_klass
     0.00%  VM Thread        [kernel.kallsyms]        [k] perf_group_attach
     0.00%  java             [kernel.kallsyms]        [k] page_fault
     0.00%  C2 CompilerThre  libjvm.so                [.] PhaseChaitin::skip_copies
     0.00%  G1 Refine#20     [kernel.kallsyms]        [k] rb_next
     0.00%  C2 CompilerThre  libjvm.so                [.] RegionNode::hash
     0.00%  G1 Refine#16     libjvm.so                [.] oopDesc::size_given_klass
     0.00%  C2 CompilerThre  libjvm.so                [.] PhaseIdealLoop::build_and_optimize
     0.00%  GC Thread#18     [kernel.kallsyms]        [k] __free_pages_ok
     0.00%  C2 CompilerThre  libjvm.so                [.] TypeInstPtr::remove_speculative
     0.00%  C2 CompilerThre  libjvm.so                [.] MachProjNode::Opcode
     0.00%  G1 Refine#2      libjvm.so                [.] oopDesc::size
     0.00%  C2 CompilerThre  libjvm.so                [.] Block::has_uncommon_code
     0.00%  G1 Refine#18     [kernel.kallsyms]        [k] perf_event_init_task
     0.00%  C1 CompilerThre  libjvm.so                [.] LinearScan::sort_intervals_before_allocation
     0.00%  C2 CompilerThre  libjvm.so                [.] PhaseIterGVN::remove_globally_dead_node
     0.00%  C1 CompilerThre  libjvm.so                [.] MethodData::compute_data_size
     0.00%  G1 Refine#13     [kernel.kallsyms]        [k] perf_event_alloc
     0.00%  C2 CompilerThre  libjvm.so                [.] MachNode::bottom_type
     0.00%  VM Thread        [kernel.kallsyms]        [k] futex_wake
     0.00%  C2 CompilerThre  libjvm.so                [.] Compile::collect_logic_cone_roots
     0.00%  C2 CompilerThre  libjvm.so                [.] compP_mem_rRegNode::oper_input_base
     0.00%  VM Thread        [kernel.kallsyms]        [k] __accumulate_pelt_segments
     0.00%  C2 CompilerThre  libjvm.so                [.] ProjNode::bottom_type
     0.00%  java             libdpu.so.0.0            [.] ufi_iram_write
     0.00%  C2 CompilerThre  libjvm.so                [.] CallLeafDirectNode::oper_input_base
     0.00%  C2 CompilerThre  [vdso]                   [.] 0x00000000000009f9
     0.00%  DPU_WORK_0000    libdpuhw.so.2023.1       [.] hw_commit_commands
     0.00%  C1 CompilerThre  libjvm.so                [.] BlockListBuilder::make_block_at
     0.00%  G1 Refine#0      [kernel.kallsyms]        [k] perf_event_alloc
     0.00%  java             [kernel.kallsyms]        [k] __handle_mm_fault
     0.00%  DPU_POLL_0000    libpthread-2.28.so       [.] __pthread_mutex_cond_lock
     0.00%  GC Thread#4      [kernel.kallsyms]        [k] llist_add_batch
     0.00%  DPU_WORK_0000    [kernel.kallsyms]        [k] native_sched_clock
     0.00%  G1 Refine#12     [kernel.kallsyms]        [k] perf_event_alloc
     0.00%  C2 CompilerThre  libjvm.so                [.] ciObjectFactory::get_unloaded_method
     0.00%  GC Thread#18     [kernel.kallsyms]        [k] find_busiest_group
     0.00%  DPU_POLL_0000    libdpu.so.0.0            [.] next_ci
     0.00%  C2 CompilerThre  libc-2.28.so             [.] __memset_avx2_unaligned_erms
     0.00%  G1 Refine#9      [kernel.kallsyms]        [k] perf_event_init_task
     0.00%  G1 Refine#21     [kernel.kallsyms]        [k] rb_insert_color
     0.00%  java             perf-19084.map           [.] java.util.HashMap$Node[] java.util.HashMap.resize()
     0.00%  C2 CompilerThre  libjvm.so                [.] PhaseIdealLoop::get_loop
     0.00%  C2 CompilerThre  libjvm.so                [.] IfNode::search_identical
     0.00%  GC Thread#16     [kernel.kallsyms]        [k] get_page_from_freelist
     0.00%  C2 CompilerThre  [kernel.kallsyms]        [k] _raw_spin_lock
     0.00%  C2 CompilerThre  libjvm.so                [.] Node_Array::insert
     0.00%  GC Thread#6      libjvm.so                [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
