# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 425K of event 'LLC-load-misses'
# Event count (approx.): 71882401
#
# Overhead  Command          Shared Object        Symbol                                                                                                                                                                       
# ........  ...............  ...................  .............................................................................................................................................................................
#
     0.00%  G1 Refine#1      libc-2.28.so         [.] __ctype_init
     0.00%  G1 Refine#18     [kernel.kallsyms]    [k] __x64_sys_futex
     0.00%  G1 Refine#19     [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  G1 Refine#2      [kernel.kallsyms]    [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  G1 Refine#21     [kernel.kallsyms]    [k] __schedule
     0.00%  G1 Refine#21     [kernel.kallsyms]    [k] kmem_cache_free
     0.00%  G1 Refine#5      [kernel.kallsyms]    [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] activate_task
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] __do_page_fault
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] __unqueue_futex
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] finish_task_switch
     0.00%  GC Thread#11     [kernel.kallsyms]    [k] __x64_sys_futex
     0.00%  GC Thread#12     [kernel.kallsyms]    [k] __x64_sys_futex
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] preempt_schedule_common
     0.00%  GC Thread#18     [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] page_fault
     0.00%  GC Thread#6      [kernel.kallsyms]    [k] llist_reverse_order
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] do_exit
     0.00%  GC Thread#9      [kernel.kallsyms]    [k] futex_wait_queue_me
     0.00%  Reference Handl  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  Reference Handl  [kernel.kallsyms]    [k] drop_futex_key_refs.isra.18
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] futex_wait
     0.00%  VM Periodic Tas  libpthread-2.28.so   [.] __pthread_disable_asynccancel
     0.00%  VM Thread        [kernel.kallsyms]    [k] kmem_cache_free
     0.00%  VM Thread        [kernel.kallsyms]    [k] task_numa_migrate
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] __hrtimer_run_queues
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] apic_timer_interrupt
     0.00%  DPU_MRAM_0100    libc-2.28.so         [.] clone
     0.00%  DPU_MRAM_0101    libc-2.28.so         [.] __ctype_init
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] do_syscall_64
     0.00%  DPU_POLL_0001    libc-2.28.so         [.] clone
     0.00%  DPU_POLL_0002    ld-2.28.so           [.] _dl_runtime_resolve_xsavec
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] memcg_kmem_uncharge
     0.00%  G1 Refine#21     libc-2.28.so         [.] clone
     0.00%  G1 Refine#22     [kernel.kallsyms]    [k] get_futex_key_refs.isra.12
     0.00%  GC Thread#13     [kernel.kallsyms]    [k] ktime_get
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] syscall_return_via_sysret
     0.00%  GC Thread#15     libpthread-2.28.so   [.] __pthread_mutex_cond_lock
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] __schedule
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] activate_task
     0.00%  GC Thread#2      libjvm.so            [.] GCIdMark::GCIdMark
     0.00%  GC Thread#3      libpthread-2.28.so   [.] __new_sem_wait_slow.constprop.0
     0.00%  GC Thread#5      [kernel.kallsyms]    [k] finish_task_switch
     0.00%  GC Thread#6      [kernel.kallsyms]    [k] cpuacct_account_field
     0.00%  Service Thread   libpthread-2.28.so   [.] __pthread_disable_asynccancel
     0.00%  VM Thread        [kernel.kallsyms]    [k] __mmdrop
     0.00%  java             [kernel.kallsyms]    [k] pgd_free
     0.00%  java             libc-2.28.so         [.] get_free_list
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] prepare_exit_to_usermode
     0.00%  C2 CompilerThre  libjvm.so            [.] IfTrueNode::Opcode
     0.00%  Common-Cleaner   [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  DPU_POLL_0002    [kernel.kallsyms]    [k] __x64_sys_set_robust_list
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] propagate_protected_usage
     0.00%  DPU_WORK_0000    libc-2.28.so         [.] clone
     0.00%  G1 Refine#1      libc-2.28.so         [.] clone
     0.00%  G1 Refine#15     [kernel.kallsyms]    [k] schedule_tail
     0.00%  G1 Refine#20     [kernel.kallsyms]    [k] schedule_tail
     0.00%  G1 Refine#3      [kernel.kallsyms]    [k] native_iret
     0.00%  G1 Refine#6      libc-2.28.so         [.] clone
     0.00%  GC Thread#11     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] do_syscall_64
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] do_futex
     0.00%  GC Thread#2      [kernel.kallsyms]    [k] task_numa_fault
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%  GC Thread#4      [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] do_huge_pmd_anonymous_page
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] task_numa_migrate
     0.00%  Service Thread   libpthread-2.28.so   [.] pthread_cond_wait@@GLIBC_2.3.2
     0.00%  VM Thread        [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  java             [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] futex_wait_queue_me
     0.00%  G1 Refine#13     libc-2.28.so         [.] clone
     0.00%  G1 Refine#14     [kernel.kallsyms]    [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  G1 Refine#16     libc-2.28.so         [.] clone
     0.00%  G1 Refine#20     [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] hrtimer_active
     0.00%  GC Thread#9      [kernel.kallsyms]    [k] do_syscall_64
     0.00%  Service Thread   [kernel.kallsyms]    [k] native_sched_clock
     0.00%  java             [kernel.kallsyms]    [k] __wait_on_bit
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] finish_task_switch
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] __list_del_entry_valid
     0.00%  G1 Refine#12     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] vmacache_find
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] clear_subpage
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] dec_zone_page_state
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] do_huge_pmd_anonymous_page
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] rcu_all_qs
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] free_unref_page
     0.00%  Service Thread   [kernel.kallsyms]    [k] scheduler_ipi
     0.00%  VM Thread        [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  VM Thread        [kernel.kallsyms]    [k] calculate_sigpending
     0.00%  VM Thread        [kernel.kallsyms]    [k] free_one_page
     0.00%  VM Thread        [kernel.kallsyms]    [k] schedule_tail
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] schedule_tail
     0.00%  DPU_MRAM_0102    [kernel.kallsyms]    [k] calculate_sigpending
     0.00%  DPU_MRAM_0103    [kernel.kallsyms]    [k] recalc_sigpending
     0.00%  G1 Refine#0      [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  G1 Refine#1      [kernel.kallsyms]    [k] do_syscall_64
     0.00%  G1 Refine#19     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#21     [kernel.kallsyms]    [k] __mod_zone_page_state
     0.00%  G1 Refine#5      [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  G1 Refine#9      [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] scheduler_ipi
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] schedule
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] clear_huge_page
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] sched_clock_cpu
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] scheduler_ipi
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] page_counter_cancel
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] recalc_sigpending
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeFunc::eq
     0.00%  DPU_MRAM_0100    [kernel.kallsyms]    [k] recalc_sigpending
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  DPU_MRAM_0103    [kernel.kallsyms]    [k] finish_task_switch
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] do_futex
     0.00%  DPU_POLL_0001    [kernel.kallsyms]    [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  DPU_POLL_0002    libc-2.28.so         [.] clone
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  G1 Refine#0      [kernel.kallsyms]    [k] __x64_sys_futex
     0.00%  G1 Refine#1      [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#1      [kernel.kallsyms]    [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  G1 Refine#12     [kernel.kallsyms]    [k] __list_del_entry_valid
     0.00%  G1 Refine#15     [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  G1 Refine#20     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#22     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#4      [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#6      [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  G1 Refine#6      [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  G1 Refine#7      [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] finish_wait
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#18     [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#2      [kernel.kallsyms]    [k] task_numa_migrate
     0.00%  GC Thread#20     [kernel.kallsyms]    [k] schedule
     0.00%  GC Thread#22     [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  Reference Handl  [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  Reference Handl  [kernel.kallsyms]    [k] finish_task_switch
     0.00%  VM Thread        libpthread-2.28.so   [.] do_futex_wait.constprop.1
     0.00%  java             [kernel.kallsyms]    [k] calculate_sigpending
     0.00%  java             [kernel.kallsyms]    [k] drop_futex_key_refs.isra.18
     0.00%  java             [kernel.kallsyms]    [k] page_counter_uncharge
     0.00%  Common-Cleaner   [kernel.kallsyms]    [k] __schedule
     0.00%  DPU_POLL_0001    [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#0      [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#1      [kernel.kallsyms]    [k] futex_wait
     0.00%  G1 Refine#10     [kernel.kallsyms]    [k] futex_wait
     0.00%  G1 Refine#18     [kernel.kallsyms]    [k] futex_wait
     0.00%  G1 Refine#21     [kernel.kallsyms]    [k] memcg_kmem_uncharge
     0.00%  G1 Refine#21     [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  GC Thread#10     [kernel.kallsyms]    [k] __list_del_entry_valid
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] scheduler_ipi
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] do_futex
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] __x64_sys_futex
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  Reference Handl  [kernel.kallsyms]    [k] schedule
     0.00%  Service Thread   [kernel.kallsyms]    [k] __schedule
     0.00%  VM Thread        [kernel.kallsyms]    [k] futex_wait
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] calculate_sigpending
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] __mmdrop
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] schedule_tail
     0.00%  Common-Cleaner   [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  Common-Cleaner   [kernel.kallsyms]    [k] finish_task_switch
     0.00%  DPU_MRAM_0100    [kernel.kallsyms]    [k] schedule_tail
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] finish_task_switch
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] schedule_tail
     0.00%  DPU_MRAM_0102    [kernel.kallsyms]    [k] finish_task_switch
     0.00%  DPU_MRAM_0102    [kernel.kallsyms]    [k] schedule_tail
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] futex_wait_queue_me
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] recalc_sigpending
     0.00%  DPU_POLL_0001    [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  DPU_POLL_0001    [kernel.kallsyms]    [k] __set_cpus_allowed_ptr
     0.00%  DPU_POLL_0001    [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  DPU_POLL_0002    [kernel.kallsyms]    [k] finish_task_switch
     0.00%  DPU_POLL_0002    [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  DPU_POLL_0003    [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  DPU_POLL_0003    [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Main Marker   [kernel.kallsyms]    [k] __free_pages
     0.00%  G1 Main Marker   [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  G1 Refine#0      [kernel.kallsyms]    [k] schedule_tail
     0.00%  G1 Refine#1      [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  G1 Refine#10     [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  G1 Refine#12     [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  G1 Refine#13     [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  G1 Refine#14     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#14     [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  G1 Refine#16     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#16     [kernel.kallsyms]    [k] recalc_sigpending_tsk
     0.00%  G1 Refine#17     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#18     [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#2      [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  G1 Refine#21     [kernel.kallsyms]    [k] __list_del_entry_valid
     0.00%  G1 Refine#6      [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  G1 Refine#6      [kernel.kallsyms]    [k] finish_task_switch
     0.00%  G1 Refine#8      [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#13     [kernel.kallsyms]    [k] __schedule
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] schedule
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] call_rwsem_down_read_failed
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] __list_del_entry_valid
     0.00%  GC Thread#17     [kernel.kallsyms]    [k] migrate_task_to
     0.00%  GC Thread#18     [kernel.kallsyms]    [k] do_futex
     0.00%  GC Thread#2      [kernel.kallsyms]    [k] migrate_task_to
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.00%  GC Thread#22     [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.00%  GC Thread#22     [kernel.kallsyms]    [k] sched_ttwu_pending
     0.00%  GC Thread#3      [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#5      [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  Monitor Deflati  [kernel.kallsyms]    [k] finish_task_switch
     0.00%  Signal Dispatch  [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] finish_task_switch
     0.00%  java             [kernel.kallsyms]    [k] prepare_exit_to_usermode
     0.00%  java             [kernel.kallsyms]    [k] recalc_sigpending
     0.00%  java             [sunrpc]             [k] rpc_wait_bit_killable
     0.00%  perf_4.19        [kernel.kallsyms]    [k] perf_event_exec
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] hrtimer_active
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] recalc_sigpending
     0.00%  DPU_POLL_0001    [kernel.kallsyms]    [k] futex_wait
     0.00%  G1 Refine#0      [kernel.kallsyms]    [k] futex_wait
     0.00%  G1 Refine#21     [kernel.kallsyms]    [k] __mmdrop
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] __perf_event_task_sched_in
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] schedule
     0.00%  GC Thread#10     [kernel.kallsyms]    [k] __hrtimer_run_queues
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] futex_wait_queue_me
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] read_tsc
     0.00%  GC Thread#15     [kernel.kallsyms]    [k] schedule
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] futex_wait_queue_me
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] reschedule_interrupt
     0.00%  GC Thread#2      [kernel.kallsyms]    [k] prepare_exit_to_usermode
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] native_apic_msr_eoi_write
     0.00%  GC Thread#3      [kernel.kallsyms]    [k] perf_mux_hrtimer_handler
     0.00%  GC Thread#4      [kernel.kallsyms]    [k] schedule
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] __schedule
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] hrtimer_active
     0.00%  VM Thread        [kernel.kallsyms]    [k] syscall_return_via_sysret


# Samples: 0  of event 'mem-loads'
# Event count (approx.): 0
#
# Overhead  Command  Shared Object  Symbol
# ........  .......  .............  ......
#


# Samples: 998K of event 'mem-stores'
# Event count (approx.): 12824475085
#
# Overhead  Command          Shared Object        Symbol                                                                                                                                                                                    
# ........  ...............  ...................  ..........................................................................................................................................................................................
#
    14.18%  DPU_POLL_0000    libdpuhw.so.2023.1   [.] xeon_sp_read_from_cis
    11.33%  DPU_POLL_0000    libdpu.so.0.0        [.] determine_if_commands_are_finished
    10.09%  DPU_POLL_0000    libdpu.so.0.0        [.] compute_masks
     6.52%  DPU_POLL_0000    libdpu.so.0.0        [.] UFI_exec_write_structure
     6.13%  DPU_POLL_0000    libdpu.so.0.0        [.] next_ci
     5.22%  DPU_POLL_0000    libdpu.so.0.0        [.] ci_prepare_mask
     4.18%  DPU_POLL_0000    libdpu.so.0.0        [.] dpu_poll_rank
     4.10%  DPU_POLL_0000    libdpu.so.0.0        [.] __popcountdi2
     3.72%  DPU_POLL_0000    libdpu.so.0.0        [.] ci_exec_8bit_cmd
     2.88%  DPU_POLL_0000    libdpu.so.0.0        [.] ci_update_commands
     2.66%  DPU_POLL_0000    libdpu.so.0.0        [.] ufi_select_all
     2.52%  DPU_POLL_0000    libdpu.so.0.0        [.] exec_cmd
     2.32%  DPU_POLL_0000    libdpu.so.0.0        [.] ci_commit_commands
     1.48%  DPU_POLL_0000    libpthread-2.28.so   [.] pthread_mutex_trylock
     1.29%  DPU_POLL_0000    libdpuhw.so.2023.1   [.] hw_update_commands
     1.23%  DPU_POLL_0000    libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     1.19%  DPU_POLL_0000    libdpu.so.0.0        [.] __vc
     1.00%  DPU_POLL_0000    libdpu.so.0.0        [.] debug_record_last_cmd
     0.94%  DPU_POLL_0000    libpthread-2.28.so   [.] __pthread_rwlock_rdlock
     0.80%  DPU_POLL_0000    libpthread-2.28.so   [.] __pthread_rwlock_unlock
     0.80%  DPU_POLL_0000    libdpu.so.0.0        [.] UFI_exec_8bit_frame
     0.53%  DPU_POLL_0000    libdpu.so.0.0        [.] ci_poll_rank
     0.35%  DPU_POLL_0000    libdpuhw.so.2023.1   [.] hw_commit_commands
     0.34%  DPU_POLL_0000    libpthread-2.28.so   [.] __pthread_mutex_lock
     0.29%  DPU_POLL_0000    libdpu.so.0.0        [.] dpu_get_run_context
     0.27%  DPU_POLL_0000    libdpu.so.0.0        [.] __temp_vc
     0.25%  DPU_POLL_0000    libdpuhw.so.2023.1   [.] xeon_sp_write_to_cis
     0.25%  java             perf-19708.map       [.] void pim.algorithm.TreeWriter.convertCPUTreeToPIMTree(pim.algorithm.TreeNode, int, int, int)
     0.24%  DPU_POLL_0000    libdpu.so.0.0        [.] polling_thread_rank
     0.23%  java             perf-19708.map       [.] void pim.algorithm.CPUTreeNode.insertNewCPUNode(int, int)
     0.22%  DPU_POLL_0000    libdpu.so.0.0        [.] polling_thread_fct
     0.21%  DPU_POLL_0000    libdpu.so.0.0        [.] dpu_unlock_rank
     0.20%  DPU_POLL_0000    libdpu.so.0.0        [.] ufi_read_dpu_run
     0.19%  DPU_WORK_0000    libdpuhw.so.2023.1   [.] xeon_sp_read_from_cis
     0.19%  java             perf-19708.map       [.] void pim.algorithm.CPUTreeNode.insertNewCPUNode(int, int)
     0.17%  C2 CompilerThre  libjvm.so            [.] IndexSetIterator::advance_and_next
     0.15%  java             perf-19708.map       [.] java.util.ArrayList pim.algorithm.BSTBuilder$BaseKeyValuePairGenerator.genPairs(int)
     0.14%  DPU_POLL_0000    libdpu.so.0.0        [.] ufi_read_dpu_fault
     0.14%  DPU_POLL_0000    libdpu.so.0.0        [.] log_temperature
     0.13%  java             perf-19708.map       [.] Interpreter
     0.12%  DPU_WORK_0000    libdpu.so.0.0        [.] compute_masks
     0.12%  DPU_POLL_0000    libdpu.so.0.0        [.] is_chip_v1_4
     0.11%  DPU_WORK_0000    libdpu.so.0.0        [.] ci_copy_to_wrams_matrix
     0.11%  DPU_WORK_0000    libdpu.so.0.0        [.] ci_copy_from_wrams_matrix
     0.10%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::Split
     0.10%  DPU_POLL_0000    libdpu.so.0.0        [.] dpu_lock_rank
     0.09%  GC Thread#10     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.09%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::interfere_with_live
     0.09%  DPU_WORK_0000    libdpu.so.0.0        [.] get_transfer_matrix_index
     0.09%  DPU_WORK_0000    libdpu.so.0.0        [.] determine_if_commands_are_finished
     0.08%  G1 Refine#0      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.08%  java             libdpuhw.so.2023.1   [.] xeon_sp_read_from_cis
     0.08%  DPU_POLL_0000    libpthread-2.28.so   [.] pthread_mutex_unlock
     0.07%  DPU_POLL_0000    libdpu.so.0.0        [.] dpu_get_member_id
     0.07%  java             perf-19708.map       [.] java.util.Formatter java.util.Formatter.format(java.util.Locale, java.lang.String, java.lang.Object[])
     0.07%  GC Thread#4      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.07%  DPU_POLL_0000    libdpu.so.0.0        [.] dpu_trylock_rank
     0.06%  GC Thread#13     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.06%  G1 Refine#1      libjvm.so            [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.06%  GC Thread#1      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.06%  GC Thread#11     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.06%  java             libjvm.so            [.] SymbolTable::do_lookup
     0.06%  C2 CompilerThre  libjvm.so            [.] IndexSet::initialize
     0.06%  GC Thread#2      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.06%  java             perf-19708.map       [.] boolean java.lang.StringCoding.hasNegatives(byte[], int, int)
     0.06%  DPU_POLL_0000    libdpu.so.0.0        [.] invert_color
     0.06%  java             libjvm.so            [.] InstanceKlass::find_local_field
     0.06%  GC Thread#7      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.06%  GC Thread#20     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.06%  GC Thread#18     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.05%  C2 CompilerThre  libjvm.so            [.] IndexSet::alloc_block_containing
     0.05%  DPU_WORK_0000    libdpu.so.0.0        [.] next_ci
     0.05%  GC Thread#17     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.05%  java             perf-19708.map       [.] java.util.ArrayList pim.algorithm.BSTTester.readArrayList()
     0.05%  GC Thread#12     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.05%  java             libdpu.so.0.0        [.] compute_masks
     0.05%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::gather_lrg_masks
     0.05%  java             perf-19708.map       [.] java.lang.String[] java.lang.String.split(java.lang.String, int)
     0.05%  java             perf-19708.map       [.] java.util.HashMap$Node[] java.util.HashMap.resize()
     0.05%  java             libc-2.28.so         [.] __strcmp_avx2
     0.05%  DPU_POLL_0000    libdpu.so.0.0        [.] ci_update_commands@plt
     0.05%  GC Thread#9      libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.05%  GC Thread#15     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.05%  GC Thread#14     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.05%  DPU_WORK_0000    [kernel.kallsyms]    [k] get_futex_key_refs.isra.12
     0.04%  DPU_WORK_0000    libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     0.04%  GC Thread#22     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.04%  java             perf-19708.map       [.] void pim.algorithm.TreeWriter.verifyLargePIMTree(pim.algorithm.TreeNode)
     0.04%  DPU_WORK_0000    libdpu.so.0.0        [.] exec_cmd
     0.04%  java             libjvm.so            [.] jni_GetFieldID
     0.04%  GC Thread#16     libjvm.so            [.] G1ParScanThreadState::trim_queue_to_threshold
     0.04%  C2 CompilerThre  ld-2.28.so           [.] _dl_update_slotinfo
