# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 247K of event 'LLC-load-misses'
# Event count (approx.): 255920901
#
# Overhead  Command          Shared Object        Symbol                                                                                                                                                                                    
# ........  ...............  ...................  ..........................................................................................................................................................................................
#
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  java             perf-8464.map        [.] int jdk.internal.jimage.BasicImageReader.match(int, java.lang.String, int)
     0.00%  java             perf-8464.map        [.] java.lang.Object java.lang.invoke.DirectMethodHandle$Holder.invokeStatic(java.lang.Object, java.lang.Object, long)
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::combine_exception_states
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::insert_post_loop
     0.00%  GC Thread#21     libc-2.28.so         [.] __libc_malloc
     0.00%  GC Thread#21     libpthread-2.28.so   [.] __pthread_enable_asynccancel
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] kernfs_dop_revalidate
     0.00%  GC Thread#22     libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  java             perf-8464.map        [.] java.lang.StringBuilder java.lang.StringBuilder.append(char)
     0.00%  C2 CompilerThre  libjvm.so            [.] indIndexOffsetOper::scale
     0.00%  C2 CompilerThre  libjvm.so            [.] regDOper::type
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] futex_wait_setup
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] smp_call_function_many
     0.00%  GC Thread#3      [kernel.kallsyms]    [k] get_futex_value_locked
     0.00%  java             perf-8464.map        [.] java.nio.ByteBuffer java.nio.HeapByteBuffer.put(byte[], int, int)
     0.00%  C2 CompilerThre  libpthread-2.28.so   [.] pthread_mutex_unlock
     0.00%  DPU_WORK_0300    [kernel.kallsyms]    [k] futex_wait
     0.00%  G1 Refine#5      [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%  GC Thread#22     [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  C1 CompilerThre  libjvm.so            [.] ciSignature::ciSignature
     0.00%  java             libjvm.so            [.] G1CollectedHeap::is_in
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] update_min_vruntime
     0.00%  GC Thread#18     [kernel.kallsyms]    [k] up_read
     0.00%  java             libjvm.so            [.] LinkResolver::check_method_accessability
     0.00%  C1 CompilerThre  libjvm.so            [.] Dependencies::copy_to
     0.00%  java             libjvm.so            [.] SharedRuntime::generate_native_wrapper
     0.00%  java             perf-8464.map        [.] java.nio.ByteBuffer java.nio.HeapByteBuffer.put(byte[], int, int)
     0.00%  java             perf-8464.map        [.] void java.io.File.<init>(java.lang.String)
     0.00%  C1 CompilerThre  libjvm.so            [.] Assembler::movq
     0.00%  G1 Refine#4      [kernel.kallsyms]    [k] update_nohz_stats
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] try_to_wake_up
     0.00%  GC Thread#8      libjvm.so            [.] WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>
     0.00%  C1 CompilerThre  libjvm.so            [.] BlockListBuilder::mark_loops
     0.00%  C1 CompilerThre  libjvm.so            [.] ciEnv::lookup_method
     0.00%  C2 CompilerThre  libjvm.so            [.] GrowableArrayArenaAllocator::allocate
     0.00%  GC Thread#2      libjvm.so            [.] GenericTaskQueueSet<OverflowTaskQueue<ScannerTask, (MEMFLAGS)5, 131072u>, (MEMFLAGS)5>::tasks
     0.00%  java             perf-8464.map        [.] java.lang.ref.Cleaner$Cleanable java.lang.ref.Cleaner.register(java.lang.Object, java.lang.Runnable)
     0.00%  C2 CompilerThre  libjvm.so            [.] IdealKit::copy_cvstate
     0.00%  GC Thread#10     libjvm.so            [.] PLAB::flush_and_retire_stats
     0.00%  java             [kernel.kallsyms]    [k] sched_clock
     0.00%  C1 CompilerThre  libjvm.so            [.] ciObjectFactory::create_new_object
     0.00%  GC Thread#12     libjvm.so            [.] CodeHeap::find_blob_unsafe
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] reuse_swap_page
     0.00%  GC Thread#21     libjvm.so            [.] G1MergeHeapRootsTask::work
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] do_futex
     0.00%  C1 CompilerThre  libjvm.so            [.] NewInstance::visit
     0.00%  G1 Refine#7      libjvm.so            [.] G1CardCounts::is_hot
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] reuse_swap_page
     0.00%  C2 CompilerThre  libjvm.so            [.] CmpPNode::Ideal
     0.00%  G1 Refine#21     [kernel.kallsyms]    [k] do_munmap
     0.00%  C2 CompilerThre  libjvm.so            [.] TimeStamp::ticks_since_update
     0.00%  GC Thread#20     [kernel.kallsyms]    [k] get_futex_value_locked
     0.00%  GC Thread#19     libjvm.so            [.] G1CodeBlobClosure::do_code_blob
     0.00%  GC Thread#7      libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     0.00%  java             libjvm.so            [.] LinkResolver::lookup_polymorphic_method
     0.00%  java             perf-8464.map        [.] java.lang.Object framework.pim.dpu.classloader.ClassFileAnalyzer$$Lambda$7/0x0000000800c0eeb0.apply(java.lang.Object, java.lang.Object)
     0.00%  C1 CompilerThre  libpthread-2.28.so   [.] pthread_mutex_init
     0.00%  G1 Refine#2      [kernel.kallsyms]    [k] perf_iterate_ctx
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] get_futex_value_locked
     0.00%  java             [kernel.kallsyms]    [k] ctx_sched_out
     0.00%  C1 CompilerThre  libjvm.so            [.] ciMetadata::is_obj_array_klass
     0.00%  DPU_MRAM_0102    [kernel.kallsyms]    [k] perf_iterate_ctx
     0.00%  GC Thread#13     libjvm.so            [.] HeapRegionManager::par_iterate
     0.00%  java             libjvm.so            [.] fieldDescriptor::reinitialize
     0.00%  java             perf-8464.map        [.] void java.lang.String.checkBoundsOffCount(int, int, int)
     0.00%  C1 CompilerThre  libjvm.so            [.] Optimizer::Optimizer
     0.00%  C2 CompilerThre  libjvm.so            [.] ArenaBitMap::ArenaBitMap
     0.00%  java             libc-2.28.so         [.] __memset_avx2_unaligned_erms
     0.00%  C1 CompilerThre  libc-2.28.so         [.] __strcpy_sse2_unaligned
     0.00%  C1 CompilerThre  libjvm.so            [.] NativeCall::destination
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] set_task_cpu
     0.00%  C2 CompilerThre  libjvm.so            [.] ConnectionGraph::split_unique_types
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::can_split_if
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] _raw_spin_lock
     0.00%  java             libjvm.so            [.] ResolvingSignatureStream::cache_handles
     0.00%  java             perf-8464.map        [.] void jdk.internal.org.objectweb.asm.MethodWriter.visitInsn(int)
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] available_idle_cpu
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] copy_page
     0.00%  C1 CompilerThre  libjvm.so            [.] JavaFrameAnchor::make_walkable
     0.00%  GC Thread#18     libjvm.so            [.] GenericTaskQueueSet<OverflowTaskQueue<ScannerTask, (MEMFLAGS)5, 131072u>, (MEMFLAGS)5>::tasks
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] lockref_get
     0.00%  C2 CompilerThre  libjvm.so            [.] andI_rReg_immNode::Expand
     0.00%  GC Thread#20     libpthread-2.28.so   [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.00%  GC Thread#7      libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  java             perf-8464.map        [.] void jdk.internal.ref.PhantomCleanable.clean()
     0.00%  G1 Refine#21     [kernel.kallsyms]    [k] available_idle_cpu
     0.00%  GC Thread#16     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.00%  GC Thread#5      libjvm.so            [.] CodeHeap::find_blob_unsafe
     0.00%  GC Thread#0      libjvm.so            [.] os::PlatformMonitor::wait
     0.00%  java             libjvm.so            [.] InstanceKlass::uncached_lookup_method
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] cpuacct_charge
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] down_read_trylock
     0.00%  java             perf-8464.map        [.] java.lang.String framework.pim.utils.ClassLoaderUtils.formalClassName(java.lang.String)
     0.00%  java             perf-8464.map        [.] long java.lang.StringConcatHelper.prepend(long, byte[], int)
     0.00%  C1 CompilerThre  libjvm.so            [.] LIRGenerator::arithmetic_op
     0.00%  C1 CompilerThre  libjvm.so            [.] LinearScan::LinearScan
     0.00%  G1 Service       libjvm.so            [.] Mutex::lock_without_safepoint_check
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] update_curr
     0.00%  java             perf-8464.map        [.] java.lang.String sun.net.util.URLUtil.urlNoFragString(java.net.URL)
     0.00%  DPU_WORK_0300    [kernel.kallsyms]    [k] do_futex
     0.00%  java             libjvm.so            [.] ConstantPool::basic_type_for_constant_at
     0.00%  java             libjvm.so            [.] InstanceKlass::find_local_field
     0.00%  C1 CompilerThre  libjvm.so            [.] LinkResolver::resolve_static_call
     0.00%  C1 CompilerThre  libjvm.so            [.] CompilerOracle::tag_blackhole_if_possible
     0.00%  java             libjvm.so            [.] ObjArrayKlass::array_klass
     0.00%  java             perf-8464.map        [.] int java.util.zip.ZipUtils.CENFLG(byte[], int)
     0.00%  GC Thread#10     libjvm.so            [.] nmethod::is_zombie
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] sched_clock_cpu
     0.00%  C2 CompilerThre  [vdso]               [.] 0x00000000000009f7
     0.00%  C2 CompilerThre  libjvm.so            [.] addI_rRegNode::Expand
     0.00%  GC Thread#5      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.00%  GC Thread#8      libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceRefKlass, oopDesc*>
     0.00%  G1 Refine#6      [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  G1 Refine#6      libjvm.so            [.] GlobalCounter::write_synchronize
     0.00%  C2 CompilerThre  libjvm.so            [.] Parse::adjust_map_after_if
     0.00%  GC Thread#21     libjvm.so            [.] HeapRegionManager::par_iterate
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] __migration_entry_wait
     0.00%  DPU_WORK_0300    [kernel.kallsyms]    [k] pick_next_task_fair
     0.00%  java             perf-8464.map        [.] byte[] framework.pim.dpu.classloader.ClassWriter.cvtDPUClassStrut2Bytes(framework.pim.dpu.java_strut.DPUJClass, int)
     0.00%  java             perf-8464.map        [.] counter_overflow Runtime1 stub
     0.00%  java             perf-8464.map        [.] java.lang.String framework.pim.utils.StringUtils.getStringFromBuffer(byte[], int, int)
     0.00%  C2 CompilerThre  libjvm.so            [.] CheckCastPPNode::Opcode
     0.00%  C2 CompilerThre  libjvm.so            [.] CodeHeap::deallocate
     0.00%  GC Thread#16     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<ObjArrayKlass, oopDesc*>
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] x86_reserve_hardware
     0.00%  java             [kernel.kallsyms]    [k] account_user_time
     0.00%  java             [kernel.kallsyms]    [k] get_random_u64
     0.00%  C1 CompilerThre  libjvm.so            [.] SimpleExceptionStub::visit
     0.00%  C2 CompilerThre  libjvm.so            [.] ciField::ciField
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] update_nohz_stats
     0.00%  GC Thread#8      libjvm.so            [.] CodeCache::find_compiled
     0.00%  C1 CompilerThre  libjvm.so            [.] AddressLiteral::AddressLiteral
     0.00%  C1 CompilerThre  libjvm.so            [.] Dependencies::sort_all_deps
     0.00%  C2 CompilerThre  libjvm.so            [.] LoadKlassNode::Identity
     0.00%  C1 CompilerThre  libjvm.so            [.] AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<598084ul, G1BarrierSet>, (AccessInternal::BarrierType)2, 598084ul>::oop_access_barrier
     0.00%  C2 CompilerThre  libc-2.28.so         [.] _IO_link_in
     0.00%  java             libjvm.so            [.] jni_GetObjectClass
     0.00%  C2 CompilerThre  libjvm.so            [.] ciInstanceKlass::java_mirror
     0.00%  C2 CompilerThre  libjvm.so            [.] Node::add_req_batch
     0.00%  GC Thread#16     libjvm.so            [.] CodeHeap::find_blob_unsafe
     0.00%  GC Thread#16     libpthread-2.28.so   [.] _pthread_cleanup_push
     0.00%  GC Thread#3      [kernel.kallsyms]    [k] reuse_swap_page
     0.00%  C1 CompilerThre  libjvm.so            [.] InstanceKlass::package
     0.00%  GC Thread#13     libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] native_apic_msr_eoi_write
     0.00%  java             perf-8464.map        [.] java.lang.Object java.util.stream.AbstractPipeline.evaluate(java.util.stream.TerminalOp)
     0.00%  GC Thread#2      libc-2.28.so         [.] _int_free
     0.00%  GC Thread#6      libc-2.28.so         [.] clock_gettime
     0.00%  VM Thread        [kernel.kallsyms]    [k] do_futex
     0.00%  java             libjvm.so            [.] JVM_FindClassFromCaller
     0.00%  GC Thread#12     [kernel.kallsyms]    [k] futex_wait_setup
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] available_idle_cpu
     0.00%  C2 CompilerThre  libjvm.so            [.] LibraryIntrinsic::is_virtual
     0.00%  C2 CompilerThre  libjvm.so            [.] ModuleEntry::should_show_version
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] __pagevec_lru_add_fn
     0.00%  C2 CompilerThre  libjvm.so            [.] CatchProjNode::cmp
     0.00%  DPU_WORK_0400    [kernel.kallsyms]    [k] futex_wake
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] __handle_mm_fault
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] cpuacct_charge
     0.00%  java             perf-8464.map        [.] framework.pim.dpu.DPUManager framework.pim.UPMEM.getDPUManager(int)
     0.00%  java             perf-8464.map        [.] java.lang.Object framework.pim.DPUClassFileManagerUPMEM$$Lambda$11/0x0000000800c0fbd0.apply(java.lang.Object)
     0.00%  G1 Refine#7      [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  GC Thread#10     libjvm.so            [.] ICStubInterface::finalize
     0.00%  GC Thread#5      [vdso]               [.] __vdso_clock_gettime
     0.00%  GC Thread#6      libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] do_syscall_64
     0.00%  GC Thread#4      [kernel.kallsyms]    [k] __schedule
     0.00%  C2 CompilerThre  libjvm.so            [.] indIndexScaleOffsetOper::base_position
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::record_profiled_arguments_for_speculation
     0.00%  C2 CompilerThre  libjvm.so            [.] ciInstanceKlass::unique_concrete_subklass
     0.00%  C2 CompilerThre  libjvm.so            [.] rax_RegPOper::type
     0.00%  VM Thread        [kernel.kallsyms]    [k] __legitimize_mnt
     0.00%  java             libjvm.so            [.] frame::is_interpreted_frame
     0.00%  C2 CompilerThre  libjvm.so            [.] Dependencies::check_unique_concrete_method
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] __free_pages_ok
     0.00%  java             [kernel.kallsyms]    [k] __srcu_read_lock
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] __init_waitqueue_head
     0.00%  C2 CompilerThre  libjvm.so            [.] LinkResolver::resolve_interface_method
     0.00%  C2 CompilerThre  libjvm.so            [.] Node::find_long_type
     0.00%  C2 CompilerThre  libjvm.so            [.] OpaqueLoopInitNode::Opcode
     0.00%  C2 CompilerThre  libjvm.so            [.] addP_rReg_immNode::rule
     0.00%  C2 CompilerThre  libjvm.so            [.] rep_stos_evexNode::Expand
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeOopPtr::is_known_instance
     0.00%  GC Thread#0      libpthread-2.28.so   [.] __condvar_dec_grefs
     0.00%  GC Thread#20     libjvm.so            [.] WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>
     0.00%  java             libjvm.so            [.] HandleMark::~HandleMark
     0.00%  DPU_WORK_0200    [kernel.kallsyms]    [k] rcu_check_callbacks
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] page_fault
     0.00%  C2 CompilerThre  libjvm.so            [.] IdealKit::delay_transform
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] futex_wake
     0.00%  GC Thread#2      [vdso]               [.] __vdso_clock_gettime
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] __switch_to
     0.00%  GC Thread#9      libpthread-2.28.so   [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.00%  VM Thread        libjvm.so            [.] ThreadLocalAllocBuffer::accumulate_and_reset_statistics
     0.00%  java             perf-8464.map        [.] I2C/C2I adapters
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] __perf_event_task_sched_out
     0.00%  GC Thread#19     libjvm.so            [.] nmethod::oops_do
     0.00%  java             perf-8464.map        [.] java.lang.String java.lang.invoke.InvokerBytecodeGenerator.getInternalName(java.lang.Class)
     0.00%  java             perf-8464.map        [.] long java.lang.invoke.MethodHandle.invokeBasic(long, java.lang.Object)
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] strncpy_from_user
     0.00%  C1 CompilerThre  libjvm.so            [.] ArithmeticOp::can_trap
     0.00%  C2 CompilerThre  libjvm.so            [.] Parse::do_field_access
     0.00%  GC Thread#12     libjvm.so            [.] GenericTaskQueueSet<OverflowTaskQueue<ScannerTask, (MEMFLAGS)5, 131072u>, (MEMFLAGS)5>::tasks
     0.00%  GC Thread#16     libc-2.28.so         [.] _int_malloc
     0.00%  java             libjvm.so            [.] CodeHeapPool::get_memory_usage
     0.00%  java             libjvm.so            [.] G1CardTable::g1_mark_as_young
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] task_tick_numa
     0.00%  GC Thread#15     libjvm.so            [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceMirrorKlass, oopDesc*>
     0.00%  C1 CompilerThre  libjvm.so            [.] ConstantPool::impl_tag_ref_at
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] __x64_sys_futex
     0.00%  G1 Refine#19     libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     0.00%  G1 Refine#7      libjvm.so            [.] G1RemSet::refine_card_concurrently
     0.00%  GC Thread#22     libpthread-2.28.so   [.] __pthread_mutex_lock
     0.00%  C1 CompilerThre  libjvm.so            [.] LinearScanWalker::spill_collect_inactive_any
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] __schedule
     0.00%  C1 CompilerThre  libjvm.so            [.] CompilerConfig::is_interpreter_only
     0.00%  C2 CompilerThre  libjvm.so            [.] MemoryPool::record_peak_memory_usage
     0.00%  DPU_MRAM_0100    [kernel.kallsyms]    [k] kmem_cache_alloc
     0.00%  GC Thread#4      libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  GC Thread#8      [kernel.kallsyms]    [k] futex_wake
     0.00%  C2 CompilerThre  libjvm.so            [.] State::_sub_Op_ConP
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] update_load_avg
     0.00%  C1 CompilerThre  libjvm.so            [.] CodeHeap::max_capacity
     0.00%  C1 CompilerThre  libjvm.so            [.] LIR_Assembler::reg2mem
     0.00%  C1 CompilerThre  libjvm.so            [.] NativeInstruction::wrote
     0.00%  java             libjvm.so            [.] Method::is_not_compilable
     0.00%  java             perf-8464.map        [.] int jdk.internal.module.ModuleReferenceImpl.hashCode()
     0.00%  java             perf-8464.map        [.] void java.util.zip.Inflater.ensureOpen()
     0.00%  GC Thread#12     libjvm.so            [.] NativeCall::destination
     0.00%  GC Thread#12     libjvm.so            [.] RelocIterator::initialize
     0.00%  DPU_WORK_0100    [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  GC Thread#2      [kernel.kallsyms]    [k] available_idle_cpu
     0.00%  java             perf-8464.map        [.] java.lang.Object java.lang.invoke.LambdaForm$MH/0x0000000800c08800.invoke(java.lang.Object, java.lang.Object)
     0.00%  C2 CompilerThre  libjvm.so            [.] CmpNNode::Opcode
     0.00%  java             [nfs]                [k] nfs_start_io_read
     0.00%  GC Thread#11     [kernel.kallsyms]    [k] dequeue_entity
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] memcpy_erms
     0.00%  C2 CompilerThre  libjvm.so            [.] ClearArrayNode::bottom_type
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] __schedule
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] rebalance_domains
     0.00%  C2 CompilerThre  libjvm.so            [.] ciMethodBlocks::ciMethodBlocks
     0.00%  GC Thread#1      libjvm.so            [.] WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>
     0.00%  GC Thread#4      [kernel.kallsyms]    [k] update_curr
     0.00%  java             libjvm.so            [.] InlineCacheBuffer::assemble_ic_buffer_code
     0.00%  java             libjvm.so            [.] nmethod::is_alive
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  C1 CompilerThre  libjvm.so            [.] DirectivesStack::getMatchingDirective
     0.00%  DPU_WORK_0200    [kernel.kallsyms]    [k] update_cfs_rq_h_load
     0.00%  C2 CompilerThre  libjvm.so            [.] Jfr::is_recording
     0.00%  C2 CompilerThre  libjvm.so            [.] methodHandle::operator=
     0.00%  GC Thread#5      [kernel.kallsyms]    [k] __list_del_entry_valid
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] check_preempt_wakeup
     0.00%  java             perf-8464.map        [.] void java.lang.AbstractStringBuilder.ensureCapacityInternal(int)
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] in_group_p
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] __list_del_entry_valid
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] mutex_lock
     0.00%  C2 CompilerThre  libjvm.so            [.] ConstraintCastNode::Value
     0.00%  C2 CompilerThre  libjvm.so            [.] MemNode::memory_size
     0.00%  C2 CompilerThre  libjvm.so            [.] SCMemProjNode::Value
     0.00%  GC Thread#20     libjvm.so            [.] GenericTaskQueueSet<OverflowTaskQueue<ScannerTask, (MEMFLAGS)5, 131072u>, (MEMFLAGS)5>::tasks
     0.00%  C2 CompilerThre  libjvm.so            [.] Type::eq
     0.00%  GC Thread#11     [kernel.kallsyms]    [k] mark_wake_futex
     0.00%  java             perf-8464.map        [.] void framework.pim.BatchDispatcher$DPUExecutionTask.run()
     0.00%  GC Thread#21     libjvm.so            [.] G1ParScanThreadState::copy_to_survivor_space
     0.00%  java             libjvm.so            [.] CodeBlob::is_compiled
     0.00%  C2 CompilerThre  libjvm.so            [.] State::_sub_Op_If
     0.00%  GC Thread#5      [kernel.kallsyms]    [k] reuse_swap_page
     0.00%  java             libjvm.so            [.] vmClasses::is_loaded
     0.00%  C1 CompilerThre  libjvm.so            [.] Convert::visit
     0.00%  C2 CompilerThre  libjvm.so            [.] AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<598084ul, G1BarrierSet>, (AccessInternal::BarrierType)2, 598084ul>::oop_access_barrier
     0.00%  C2 CompilerThre  libjvm.so            [.] ciMetadata::is_instance_klass
     0.00%  GC Thread#20     libjvm.so            [.] G1MergeHeapRootsTask::work
     0.00%  java             perf-8464.map        [.] I2C/C2I adapters
     0.00%  C1 CompilerThre  libjvm.so            [.] Instruction::as_Throw
     0.00%  C1 CompilerThre  libjvm.so            [.] methodHandle::operator=
     0.00%  GC Thread#12     libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  java             libjvm.so            [.] CompiledIC::is_clean
     0.00%  C1 CompilerThre  libc-2.28.so         [.] __strchrnul_avx2
     0.00%  GC Thread#0      [kernel.kallsyms]    [k] try_to_wake_up
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] call_function_interrupt
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] down_read_trylock
     0.00%  GC Thread#3      libpthread-2.28.so   [.] __pthread_mutex_unlock_usercnt
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] __d_lookup_rcu
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] hrtimer_start_range_ns
     0.00%  C2 CompilerThre  libjvm.so            [.] Compile::needs_clinit_barrier
     0.00%  GC Thread#7      libjvm.so            [.] G1RebuildFreeListTask::work
     0.00%  java             perf-8464.map        [.] java.lang.ClassLoader java.lang.Class.getClassLoader0()
     0.00%  C2 CompilerThre  libjvm.so            [.] Type::make_constant_from_field
     0.00%  DPU_MRAM_0103    [kernel.kallsyms]    [k] kmem_cache_alloc
     0.00%  java             perf-8464.map        [.] I2C/C2I adapters
     0.00%  java             perf-8464.map        [.] java.util.List jdk.internal.loader.BuiltinClassLoader.findMiscResource(java.lang.String)
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] new_slab
     0.00%  C2 CompilerThre  libjvm.so            [.] CodeBuffer::verify_section_allocation
     0.00%  java             perf-8464.map        [.] java.nio.Buffer java.nio.ByteBuffer.limit(int)
     0.00%  java             perf-8464.map        [.] java.util.stream.Stream java.util.stream.StreamSupport.stream(java.util.Spliterator, boolean)
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] policy_nodemask
     0.00%  C1 CompilerThre  libjvm.so            [.] CompilationPolicy::is_mature
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] link_path_walk.part.44
     0.00%  C2 CompilerThre  libjvm.so            [.] RegionNode::try_clean_mem_phi
     0.00%  C2 CompilerThre  libjvm.so            [.] leaPIdxOffNode::ideal_Opcode
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] get_futex_key_refs.isra.12
     0.00%  GC Thread#10     libjvm.so            [.] WeakProcessorTimes::record_worker_items
     0.00%  C1 CompilerThre  libjvm.so            [.] nmethod::is_nmethod
     0.00%  GC Thread#17     libjvm.so            [.] G1MergeHeapRootsTask::work
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] anon_vma_interval_tree_remove
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] _raw_spin_unlock_irqrestore
     0.00%  java             libjvm.so            [.] DirectivesStack::getMatchingDirective
     0.00%  java             perf-8464.map        [.] int sun.net.www.ParseUtil.firstEncodeIndex(java.lang.String)
     0.00%  C1 CompilerThre  libjvm.so            [.] Return::visit
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] acct_account_cputime
     0.00%  C1 CompilerThre  libjvm.so            [.] JNIHandleBlock::allocate_handle
     0.00%  GC Thread#1      libjvm.so            [.] G1FreeHumongousRegionClosure::do_heap_region
     0.00%  GC Thread#11     [kernel.kallsyms]    [k] plist_add
     0.00%  java             perf-8464.map        [.] int java.util.zip.ZipFile$Source.readFullyAt(byte[], int, int, long)
     0.00%  C2 CompilerThre  libjvm.so            [.] CFGElement::is_block
     0.00%  C2 CompilerThre  libjvm.so            [.] CMoveLNode::Opcode
     0.00%  java             perf-8464.map        [.] java.lang.Object java.lang.invoke.Invokers$Holder.linkToTargetMethod(java.lang.Object)
     0.00%  DPU_WORK_0400    [kernel.kallsyms]    [k] cpu_load_update
