# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5M of event 'LLC-load-misses'
# Event count (approx.): 4082090216
#
# Overhead  Command          Shared Object        Symbol                                                                                                                                                                                    
# ........  ...............  ...................  ..........................................................................................................................................................................................
#
     0.00%  C2 CompilerThre  libjvm.so            [.] loadConPNode::rule
     0.00%  GC Thread#0      libjvm.so            [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.00%  GC Thread#0      libjvm.so            [.] PtrQueueSet::deallocate_buffer
     0.00%  GC Thread#7      libjvm.so            [.] ICStubInterface::finalize
     0.00%  java             perf-3680.map        [.] int jdk.internal.misc.Unsafe.getInt(java.lang.Object, long)
     0.00%  C1 CompilerThre  libjvm.so            [.] MethodData::profile_parameters
     0.00%  java             perf-3680.map        [.] void java.util.zip.InflaterInputStream.<init>(java.io.InputStream, java.util.zip.Inflater, int)
     0.00%  C2 CompilerThre  libjvm.so            [.] ProjNode::is_uncommon_trap_if_pattern
     0.00%  java             libjvm.so            [.] ClassVerifier::verify_invoke_instructions
     0.00%  DPU_WORK_0000    libdpu.so.0.0        [.] dpu_get_member_id
     0.00%  G1 Refine#13     libjvm.so            [.] OtherRegionsTable::add_reference
     0.00%  C1 CompilerThre  libjvm.so            [.] LinkResolver::resolve_method
     0.00%  java             [kernel.kallsyms]    [k] run_posix_cpu_timers
     0.00%  C2 CompilerThre  libjvm.so            [.] InstanceKlass::method_with_idnum
     0.00%  C2 CompilerThre  libjvm.so            [.] SafePointNode::Value
     0.00%  java             perf-3680.map        [.] boolean java.util.ArrayList.add(java.lang.Object)
     0.00%  DPU_MRAM_0103    [kernel.kallsyms]    [k] update_nohz_stats
     0.00%  DPU_WORK_0200    [kernel.kallsyms]    [k] cgroup_rstat_updated
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] get_futex_key_refs.isra.12
     0.00%  java             libjvm.so            [.] CompilationPolicy::can_be_compiled
     0.00%  java             libjvm.so            [.] InterpreterRuntime::resolve_get_put
     0.00%  java             perf-3680.map        [.] java.lang.String java.lang.Object.toString()
     0.00%  C2 CompilerThre  libc-2.28.so         [.] clock_gettime
     0.00%  VM Thread        [kernel.kallsyms]    [k] futex_wake
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] skb_release_data
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] native_set_pte_at
     0.00%  C1 CompilerThre  libjvm.so            [.] InstanceConstant::exact_type
     0.00%  C2 CompilerThre  libjvm.so            [.] loadConLNode::rule
     0.00%  VM Thread        libjvm.so            [.] ClassLoaderDataGraph::clear_claimed_marks
     0.00%  java             perf-3680.map        [.] java.util.concurrent.ConcurrentHashMap$Node java.util.concurrent.ConcurrentHashMap.tabAt(java.util.concurrent.ConcurrentHashMap$Node[], int)
     0.00%  java             libjvm.so            [.] SignatureStream::find_symbol
     0.00%  C2 CompilerThre  libjvm.so            [.] HaltNode::match_edge
     0.00%  Monitor Deflati  [kernel.kallsyms]    [k] futex_wait
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] __remove_hrtimer
     0.00%  java             perf-3680.map        [.] int java.lang.Integer.sum(int, int)
     0.00%  java             perf-3680.map        [.] void java.util.Formatter$FormatSpecifier.print(long, java.util.Locale)
     0.00%  C1 CompilerThre  libjvm.so            [.] AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<286790ul, G1BarrierSet>, (AccessInternal::BarrierType)3, 286790ul>::oop_access_barrier
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseChaitin::prompt_use
     0.00%  VM Thread        [kernel.kallsyms]    [k] select_idle_sibling
     0.00%  G1 Refine#16     libjvm.so            [.] G1RemSet::clean_card_before_refine
     0.00%  GC Thread#10     libjvm.so            [.] nmethod::oops_do_process_weak
     0.00%  GC Thread#9      [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%  VM Thread        [kernel.kallsyms]    [k] put_prev_entity
     0.00%  C1 CompilerThre  libjvm.so            [.] os::set_native_thread_name
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeLong::xdual
     0.00%  GC Thread#12     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.00%  C1 CompilerThre  libjvm.so            [.] ciBaseObject::ident
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::record_profiled_parameters_for_speculation
     0.00%  C2 CompilerThre  libjvm.so            [.] immL0Oper::constantL
     0.00%  C2 CompilerThre  libjvm.so            [.] kRegOper::type
     0.00%  C2 CompilerThre  libjvm.so            [.] ConnectionGraph::add_final_edges
     0.00%  GC Thread#10     [kernel.kallsyms]    [k] smp_call_function_many
     0.00%  DPU_WORK_0100    [kernel.kallsyms]    [k] rcu_all_qs
     0.00%  VM Periodic Tas  libjvm.so            [.] PerfLongVariant::sample
     0.00%  java             perf-3680.map        [.] java.lang.Integer java.lang.Integer.valueOf(int)
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] security_file_mprotect
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::make_slow_call_ex
     0.00%  C2 CompilerThre  libjvm.so            [.] MemNode::adr_type
     0.00%  VM Periodic Tas  [vdso]               [.] __vdso_clock_gettime
     0.00%  DPU_WORK_0100    [kernel.kallsyms]    [k] get_futex_key
     0.00%  java             perf-3680.map        [.] java.lang.AbstractStringBuilder java.lang.AbstractStringBuilder.append(java.lang.String)
     0.00%  C1 CompilerThre  libjvm.so            [.] BlockListBuilder::mark_loops
     0.00%  GC Thread#4      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.00%  GC Thread#3      libjvm.so            [.] G1MergeHeapRootsTask::work
     0.00%  java             [kernel.kallsyms]    [k] __accumulate_pelt_segments
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] __d_lookup
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] find_vma
     0.00%  java             [kernel.kallsyms]    [k] do_wp_page
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] cpuacct_charge
     0.00%  DPU_WORK_0400    libdpu.so.0.0        [.] dpu_custom_for_dpu
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] vm_area_dup
     0.00%  C2 CompilerThre  libjvm.so            [.] pthread_mutex_lock@plt
     0.00%  G1 Service       [kernel.kallsyms]    [k] pick_next_task_idle
     0.00%  Sweeper thread   libjvm.so            [.] Assembler::locate_operand
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] try_charge
     0.00%  G1 Refine#2      [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  java             [kernel.kallsyms]    [k] __task_rq_lock
     0.00%  java             perf-3680.map        [.] java.lang.Object java.lang.invoke.LambdaForm$MH/0x0000000800c13000.invoke(java.lang.Object, java.lang.Object, int)
     0.00%  GC Thread#12     libjvm.so            [.] G1ParScanThreadState::copy_to_survivor_space
     0.00%  C1 CompilerThre  libjvm.so            [.] SimpleExceptionStub::emit_code
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] rwsem_down_write_failed_killable
     0.00%  C2 CompilerThre  libpthread-2.28.so   [.] pthread_mutex_trylock
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] inherit_event.isra.112
     0.00%  C2 CompilerThre  libpthread-2.28.so   [.] __nptl_deallocate_tsd.part.8
     0.00%  java             perf-3680.map        [.] int java.lang.String.hashCode()
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] vma_merge
     0.00%  G1 Service       [kernel.kallsyms]    [k] update_dl_rq_load_avg
     0.00%  C2 CompilerThre  libjvm.so            [.] CodeHeap::search_freelist
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] handle_mm_fault
     0.00%  C1 CompilerThre  libjvm.so            [.] os::PlatformMonitor::wait
     0.00%  GC Thread#11     libjvm.so            [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.00%  GC Thread#15     libjvm.so            [.] NamedThread::is_Named_thread
     0.00%  DPU_WORK_0400    [kernel.kallsyms]    [k] intel_pstate_update_util_hwp
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] find_busiest_group
     0.00%  C2 CompilerThre  libjvm.so            [.] Node::set_req
     0.00%  DPU_WORK_0200    [kernel.kallsyms]    [k] cpu_load_update
     0.00%  G1 Service       ld-2.28.so           [.] update_get_addr
     0.00%  java             libjvm.so            [.] Reflection::verify_member_access
     0.00%  C1 CompilerThre  libjvm.so            [.] Reflection::verify_member_access
     0.00%  C1 CompilerThre  libjvm.so            [.] Instruction::as_LoadField
     0.00%  java             libjvm.so            [.] CompilerConfig::is_interpreter_only
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] update_fast_timekeeper
     0.00%  C2 CompilerThre  libjvm.so            [.] State::_sub_Op_CmpI
     0.00%  GC Thread#15     libjvm.so            [.] nmethod::oops_do_process_weak
     0.00%  java             [nfs]                [k] nfs_start_io_read
     0.00%  C2 CompilerThre  libjvm.so            [.] MachCallNode::pinned
     0.00%  DPU_WORK_0300    libdpu.so.0.0        [.] dpu_custom_for_dpu
     0.00%  java             [kernel.kallsyms]    [k] rebalance_domains
     0.00%  java             libc-2.28.so         [.] __memcmp_avx2_movbe
     0.00%  java             perf-3680.map        [.] long java.lang.StringConcatHelper.mix(long, java.lang.String)
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] apic_timer_interrupt
     0.00%  C2 CompilerThre  libjvm.so            [.] fieldDescriptor::reinitialize
     0.00%  G1 Refine#3      libc-2.28.so         [.] __memset_avx2_unaligned_erms
     0.00%  java             libjvm.so            [.] SignatureStream::SignatureStream
     0.00%  java             libz.so.1.2.11       [.] inflate
     0.00%  GC Thread#8      libjvm.so            [.] G1PLABAllocator::~G1PLABAllocator
     0.00%  C2 CompilerThre  libjvm.so            [.] storeVNode::oper_input_base
     0.00%  C2 CompilerThre  libjvm.so            [.] SignatureStream::SignatureStream
     0.00%  java             perf-3680.map        [.] int java.lang.String.indexOf(java.lang.String)
     0.00%  java             [kernel.kallsyms]    [k] account_entity_enqueue
     0.00%  GC Thread#19     libjvm.so            [.] GCIdMark::GCIdMark
     0.00%  GC Thread#10     libjvm.so            [.] OopMapCache::lookup
     0.00%  java             perf-3680.map        [.] java.lang.String sun.net.www.protocol.jar.Handler.canonicalizeString(java.lang.String, int)
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] intel_pstate_update_util_hwp
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] flush_cpu_slab
     0.00%  GC Thread#22     [kernel.kallsyms]    [k] __handle_mm_fault
     0.00%  java             perf-3680.map        [.] int framework.pim.utils.BytesUtils.readU2BigEndian(byte[], int)
     0.00%  C2 CompilerThre  libjvm.so            [.] CompilerOracle::has_option_value<bool>
     0.00%  G1 Service       ld-2.28.so           [.] _dl_update_slotinfo
     0.00%  java             [kernel.kallsyms]    [k] hrtimer_forward
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] acpi_hw_validate_register
     0.00%  java             perf-3680.map        [.] java.lang.reflect.Field[] java.lang.Class.copyFields(java.lang.reflect.Field[])
     0.00%  DPU_WORK_0300    [kernel.kallsyms]    [k] update_curr
     0.00%  C2 CompilerThre  libjvm.so            [.] Compile::remove_root_to_sfpts_edges
     0.00%  C2 CompilerThre  libjvm.so            [.] G1BarrierSetC2::load_at_resolved
     0.00%  C2 CompilerThre  libjvm.so            [.] ciMethod::load_code
     0.00%  java             libjvm.so            [.] CodeBlob::is_zombie
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] tick_nohz_tick_stopped
     0.00%  C2 CompilerThre  libjvm.so            [.] CmpNode::bottom_type
     0.00%  C2 CompilerThre  libjvm.so            [.] Assembler::call
     0.00%  C2 CompilerThre  libjvm.so            [.] InstanceKlass::array_klass_or_null
     0.00%  GC Thread#6      libjvm.so            [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, oopDesc*>
     0.00%  java             libjvm.so            [.] Dictionary::find_class
     0.00%  java             libjvm.so            [.] SignatureHandlerLibrary::add
     0.00%  java             perf-3680.map        [.] java.lang.String java.lang.Class.getPackageName()
     0.00%  C1 CompilerThre  libjvm.so            [.] GraphBuilder::try_inline_full
     0.00%  C2 CompilerThre  libjvm.so            [.] memset@plt
     0.00%  DPU_WORK_0200    [kernel.kallsyms]    [k] native_write_msr
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] pick_next_task_fair
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::kill_dead_locals
     0.00%  C2 CompilerThre  libjvm.so            [.] Parse::sharpen_type_after_if
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] apic_timer_interrupt
     0.00%  GC Thread#9      [kernel.kallsyms]    [k] copy_page
     0.00%  java             libdpu.so.0.0        [.] dpu_get_member_id
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%  VM Periodic Tas  ld-2.28.so           [.] _dl_update_slotinfo
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] __perf_event_task_sched_out
     0.00%  C2 CompilerThre  libjvm.so            [.] ConnectionGraph::find_non_escaped_objects
     0.00%  GC Thread#19     [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%  java             libjvm.so            [.] CompilationPolicy::event
     0.00%  C2 CompilerThre  libjvm.so            [.] IfNode::fold_compares
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] enqueue_entity
     0.00%  DPU_WORK_0100    [kernel.kallsyms]    [k] _cond_resched
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] _raw_spin_trylock
     0.00%  Sweeper thread   libjvm.so            [.] NMethodSweeper::sweep_code_cache
     0.00%  C1 CompilerThre  libjvm.so            [.] LogicOp::hash
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeNarrowPtr::hash
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] task_tick_fair
     0.00%  C2 CompilerThre  libjvm.so            [.] ConnectionGraph::split_unique_types
     0.00%  DPU_MRAM_0100    [kernel.kallsyms]    [k] futex_wait
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] __cgroup_account_cputime
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] find_next_and_bit
     0.00%  C2 CompilerThre  libjvm.so            [.] ciMethodData::bci_to_extra_data
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] tick_sched_do_timer
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] mark_wake_futex
     0.00%  DPU_WORK_0100    [kernel.kallsyms]    [k] _raw_spin_lock_irq
     0.00%  GC Thread#14     libjvm.so            [.] WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>
     0.00%  VM Thread        [kernel.kallsyms]    [k] __call_rcu.constprop.71
     0.00%  GC Thread#20     [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%  VM Thread        [kernel.kallsyms]    [k] __unqueue_futex
     0.00%  C2 CompilerThre  libjvm.so            [.] Assembler::jcc
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] get_futex_key
     0.00%  C1 CompilerThre  libjvm.so            [.] ciEnv::comp_level
     0.00%  C2 CompilerThre  libjvm.so            [.] AllocateNode::make_ideal_mark
     0.00%  C2 CompilerThre  libjvm.so            [.] SubLNode::Ideal
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] __get_xps_queue_idx
     0.00%  G1 Refine#6      [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.00%  GC Thread#13     libjvm.so            [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, oopDesc*>
     0.00%  Sweeper thread   libjvm.so            [.] NativeCall::destination
     0.00%  C1 CompilerThre  libjvm.so            [.] AddressLiteral::AddressLiteral
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] apic_timer_interrupt
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] ktime_get_update_offsets_now
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] run_local_timers
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] update_numa_stats
     0.00%  java             perf-3680.map        [.] jni_fast_GetLongField
     0.00%  C2 CompilerThre  libjvm.so            [.] Node::find_int_type
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] timekeeping_advance
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] timekeeping_update
     0.00%  DPU_MRAM_0103    [kernel.kallsyms]    [k] putback_lru_page
     0.00%  C2 CompilerThre  libjvm.so            [.] ConnectionGraph::find_inst_mem
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeLong::singleton
     0.00%  DPU_MRAM_0103    [kernel.kallsyms]    [k] update_vsyscall
     0.00%  GC Thread#11     libjvm.so            [.] G1ParScanThreadState::copy_to_survivor_space
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] cgroup_rstat_updated
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::dom_lca_internal
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] __free_pages_ok
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] handle_irq
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] run_timer_softirq
     0.00%  GC Thread#14     libjvm.so            [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  DPU_MRAM_0102    [kernel.kallsyms]    [k] account_user_time
     0.00%  java             libjvm.so            [.] ClassLoaderData::record_dependency
     0.00%  C1 CompilerThre  libjvm.so            [.] MethodLiveness::init_basic_blocks
     0.00%  DPU_MRAM_0103    [kernel.kallsyms]    [k] ktime_get_update_offsets_now
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] rwsem_down_read_failed
     0.00%  DPU_MRAM_0401    [kernel.kallsyms]    [k] find_busiest_group
     0.00%  GC Thread#9      [kernel.kallsyms]    [k] tick_sched_do_timer
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] find_busiest_group
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] futex_wake
     0.00%  G1 Service       libjvm.so            [.] G1CollectionSet::update_young_region_prediction
     0.00%  GC Thread#18     [kernel.kallsyms]    [k] update_nohz_stats
     0.00%  java             libjvm.so            [.] SystemDictionary::check_shared_class_super_types
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] update_min_vruntime
     0.00%  java             [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] account_entity_enqueue
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] pick_next_task_fair
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] native_write_msr
     0.00%  GC Thread#9      libjvm.so            [.] WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>
     0.00%  java             perf-3680.map        [.] void jdk.internal.ref.PhantomCleanable.<init>(java.lang.Object, java.lang.ref.Cleaner)
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] find_vma
     0.00%  C2 CompilerThre  libjvm.so            [.] RShiftINode::Ideal
     0.00%  G1 Refine#18     libjvm.so            [.] OtherRegionsTable::add_reference
     0.00%  GC Thread#9      [kernel.kallsyms]    [k] find_next_and_bit
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] __tcp_select_window
     0.00%  DPU_WORK_0000    [kernel.kallsyms]    [k] __update_idle_core
     0.00%  C2 CompilerThre  libjvm.so            [.] StoreNode::Ideal
     0.00%  java             libjvm.so            [.] InstanceKlass::do_local_static_fields
     0.00%  DPU_WORK_0300    [kernel.kallsyms]    [k] schedule
     0.00%  java             [kernel.kallsyms]    [k] __msecs_to_jiffies
     0.00%  C1 CompilerThre  libjvm.so            [.] CompileQueue::get
     0.00%  C2 CompilerThre  libjvm.so            [.] storeINode::oper_input_base
     0.00%  G1 Refine#7      [kernel.kallsyms]    [k] do_futex
     0.00%  DPU_MRAM_0100    libpthread-2.28.so   [.] pthread_barrier_wait
     0.00%  C2 CompilerThre  libjvm.so            [.] MergeMemNode::make
     0.00%  GC Thread#12     [kernel.kallsyms]    [k] futex_wake
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] __legitimize_mnt
     0.00%  C2 CompilerThre  libjvm.so            [.] SafePointNode::set_next_exception
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] __queue_work
     0.00%  java             [kernel.kallsyms]    [k] may_expand_vm
     0.00%  GC Thread#10     [kernel.kallsyms]    [k] try_to_wake_up
     0.00%  Service Thread   libjvm.so            [.] ServiceThread::service_thread_entry
     0.00%  C1 CompilerThre  libjvm.so            [.] LIRGenerator::can_inline_as_constant
     0.00%  GC Thread#11     [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::do_peeling
     0.00%  C2 CompilerThre  libjvm.so            [.] SafePointNode::adr_type
     0.00%  C2 CompilerThre  libjvm.so            [.] ciMethod::get_flow_analysis
     0.00%  java             perf-3680.map        [.] java.lang.Object java.util.Objects.requireNonNull(java.lang.Object, java.lang.String)
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] update_curr
     0.00%  GC Thread#12     libjvm.so            [.] Relocation::pd_address_in_code
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] apic_ack_irq
     0.00%  DPU_WORK_0300    [kernel.kallsyms]    [k] __cgroup_account_cputime
     0.00%  C2 CompilerThre  libjvm.so            [.] InlineTree::InlineTree
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] _cond_resched
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::add_exception_states_from
     0.00%  C2 CompilerThre  libjvm.so            [.] G1BarrierSet::on_thread_detach
     0.00%  GC Thread#3      [kernel.kallsyms]    [k] __list_add_valid
     0.00%  java             libjvm.so            [.] Unsafe_GetReference
     0.00%  C1 CompilerThre  libjvm.so            [.] Method::is_method
     0.00%  C2 CompilerThre  libjvm.so            [.] ciObjectFactory::get
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] __tcp_send_ack.part.44
     0.00%  C2 CompilerThre  libjvm.so            [.] TypeLong::make
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] update_rt_rq_load_avg
     0.00%  C2 CompilerThre  libjvm.so            [.] GraphKit::basic_plus_adr
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] wake_q_add
     0.00%  DPU_WORK_0100    [kernel.kallsyms]    [k] enqueue_entity
     0.00%  DPU_POLL_0000    [kvm]                [k] pvclock_gtod_notify
     0.00%  G1 Refine#20     [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] do_syscall_64
     0.00%  GC Thread#1      [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%  DPU_MRAM_0101    [kernel.kallsyms]    [k] idle_cpu
     0.00%  GC Thread#21     [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  C2 CompilerThre  libjvm.so            [.] PhaseIdealLoop::dominated_by
     0.00%  java             [kernel.kallsyms]    [k] timerqueue_add
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] raise_softirq
     0.00%  GC Thread#7      libpthread-2.28.so   [.] __lll_lock_wait
     0.00%  C2 CompilerThre  libjvm.so            [.] loadConI0Node::rule
     0.00%  DPU_MRAM_0100    [kernel.kallsyms]    [k] update_nohz_stats
     0.00%  java             [kernel.kallsyms]    [k] do_huge_pmd_numa_page
     0.00%  GC Thread#6      [kernel.kallsyms]    [k] try_to_wake_up
     0.00%  java             perf-3680.map        [.] java.lang.Object java.lang.invoke.LambdaForm$MH/0x0000000800c03800.invoke(java.lang.Object)
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] __hrtimer_run_queues
     0.00%  C2 CompilerThre  libjvm.so            [.] rRegNOper::type
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] change_huge_pmd
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] put_prev_task_fair
     0.00%  C2 CompilerThre  libjvm.so            [.] Node::Identity
     0.00%  DPU_WORK_0400    libdpu.so.0.0        [.] dpu_get_rank
     0.00%  VM Periodic Tas  [kernel.kallsyms]    [k] __schedule
     0.00%  C1 CompilerThre  libjvm.so            [.] RetTable::compute_ret_table
     0.00%  GC Thread#16     [kernel.kallsyms]    [k] update_cfs_rq_h_load
     0.00%  GC Thread#6      libc-2.28.so         [.] __memmove_sse2_unaligned_erms
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] mem_cgroup_throttle_swaprate
     0.00%  C2 CompilerThre  libjvm.so            [.] LinkResolver::runtime_resolve_interface_method
     0.00%  GC Thread#7      [kernel.kallsyms]    [k] find_next_and_bit
     0.00%  java             libjvm.so            [.] StubQueue::request_committed
     0.00%  java             perf-3680.map        [.] java.lang.String java.lang.StringConcatHelper.stringOf(java.lang.Object)
     0.00%  DPU_MRAM_0100    [kernel.kallsyms]    [k] ktime_get_update_offsets_now
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] tcp_ack
     0.00%  C1 CompilerThre  libjvm.so            [.] ciBytecodeStream::get_declared_method_holder
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] strcmp
     0.00%  Sweeper thread   libjvm.so            [.] RelocIterator::reloc
     0.00%  C1 CompilerThre  libjvm.so            [.] LinkResolver::resolve_field
     0.00%  VM Thread        [kernel.kallsyms]    [k] memcg_kmem_get_cache
     0.00%  VM Thread        libc-2.28.so         [.] clock_gettime
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] __schedule
     0.00%  DPU_WORK_0200    [kernel.kallsyms]    [k] cpumask_next
     0.00%  GC Thread#14     [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%  java             perf-3680.map        [.] void java.util.zip.ZipFile.ensureOpen()
     0.00%  C2 CompilerThre  [kernel.kallsyms]    [k] rcu_segcblist_enqueue
     0.00%  java             perf-3680.map        [.] java.lang.Class java.lang.invoke.MemberName.getFieldType()
     0.00%  C1 CompilerThre  [kernel.kallsyms]    [k] mem_cgroup_from_task
     0.00%  G1 Refine#5      [kernel.kallsyms]    [k] select_task_rq_fair
     0.00%  G1 Refine#5      libjvm.so            [.] GlobalCounter::write_synchronize
     0.00%  C1 CompilerThre  libjvm.so            [.] JNIHandleBlock::allocate_block
     0.00%  C1 CompilerThre  libjvm.so            [.] NativeCall::destination
     0.00%  C1 CompilerThre  libpthread-2.28.so   [.] __pthread_disable_asynccancel
     0.00%  C1 CompilerThre  libjvm.so            [.] G1PostBarrierStub::visit
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] __copy_skb_header
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] _raw_spin_unlock_irqrestore
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] profile_tick
     0.00%  DPU_POLL_0000    libpthread-2.28.so   [.] pthread_cond_broadcast@@GLIBC_2.3.2
     0.00%  C2 CompilerThre  libjvm.so            [.] LinkResolver::linktime_resolve_virtual_method_or_null
     0.00%  C2 CompilerThre  libjvm.so            [.] loadConP0Node::rule
     0.00%  DPU_POLL_0000    [kernel.kallsyms]    [k] ipv4_dst_check
     0.00%  java             perf-3680.map        [.] java.lang.String java.lang.StringConcatHelper.simpleConcat(java.lang.Object, java.lang.Object)
